ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
104.21.19.118,43957,no,6373,0,5109,0,1264,2024-06-25 09:48:03.650211,2024-06-25 21:16:09.618381
172.67.186.35,43957,no,5265,0,5265,0,0,2024-06-25 09:48:57.633508,2024-06-25 21:15:28.513949
