ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
156.192.139.199,37215,no,2,0,2,0,0,2024-06-27 17:57:48.370587,2024-06-27 17:57:48.461759
197.89.186.135,37215,yes,1,0,1,0,0,2024-06-27 17:59:07.389423,2024-06-27 17:59:07.389423
