attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port,measure_start,measure_end
DP Attack,2024-06-16 18:05:52.166337,4:02:17.905191,,192.168.122.1,dns,,,no,108,5184,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-16 18:05:31,2024-06-16 22:15:59
DP Attack,2024-06-17 12:24:01.777310,3:22:44.284531,,192.168.122.0/24,dns,,,"no,yes",90,4292,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-17 12:23:29,2024-06-17 15:53:29
DP Attack,2024-06-18 09:55:23.431812,2:49:31.249450,,192.168.122.0/24,dns,,,"no,yes",78,3810,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-18 09:54:55,2024-06-18 12:52:50
DP Attack,2024-06-18 15:46:11.702286,2:19:43.077961,,192.168.122.1,dns,,,no,66,3168,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-18 15:45:43,2024-06-18 18:13:55
DP Attack,2024-06-19 10:13:16.655276,1:50:38.797547,,192.168.122.1,dns,,,no,54,2592,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-19 10:12:45,2024-06-19 12:14:58
DP Attack,2024-06-19 13:02:43.662728,2:06:51.230056,,192.168.122.0/24,"tcp,dns",,,"no,yes",66,2945,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-19 13:02:23,2024-06-19 15:09:37
DP Attack,2024-06-20 10:39:02.955849,1:05:39.356616,,192.168.122.1,dns,,,no,36,1728,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-20 10:38:33,2024-06-20 11:51:50
DP Attack,2024-06-20 14:36:59.035982,1:36:12.003361,,192.168.122.1,dns,,,no,48,2304,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-20 14:36:38,2024-06-20 16:22:03
DP Attack,2024-06-21 09:33:20.659928,1:06:48.387283,,192.168.122.1,dns,,,no,36,1728,03573b20c3ed921d4bf8d36999eee01d6f739857aa3a0e0e71c8a78459f2e189,82.153.68.38,3778,2024-06-21 09:32:46,2024-06-21 10:47:44
