attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port
DP Attack,2024-06-17 12:38:29.159428,0:12:43.340589,,138.199.41.26,dns,,,no,12436,12833952,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 13:08:05.575106,0:01:00.927010,,103.43.73.52,udp,,,no,7678,7923696,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 12:53:19.733232,0:01:00.768184,,35.159.29.219,udp,,,no,7403,7639896,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 13:25:05.316989,0:01:01.190203,,138.199.41.26,dns,,,no,6589,6799848,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 14:11:51.612425,0:01:00.903663,,35.159.29.163,udp,,,no,6391,6595512,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 13:31:32.179794,0:01:01.328943,,195.181.175.131,udp,,,no,6303,6504696,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 15:11:48.393209,0:01:01.132410,,195.181.175.131,dns,,,no,6435,6640920,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 12:30:31.297682,0:01:01.214568,,20.54.36.229,dns,,,no,7950,8204400,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 12:31:33.180071,0:01:01.332597,,207.81.103.189,udp,,,no,7596,7839072,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 12:33:29.138602,0:01:01.358462,,45.76.233.16,udp,,,no,7722,7969104,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 12:36:54.434714,0:01:01.073839,,80.66.82.128,udp,,,no,7554,7795728,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 14:20:22.446362,0:01:01.053098,,138.199.41.26,dns,,,no,6265,6465480,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 12:40:58.324174,0:01:01.190381,,77.83.104.13,udp,,,no,7608,7851456,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 12:44:03.530859,0:01:00.982315,,104.203.149.11,dns,,,no,7644,7888608,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 12:45:43.941277,0:01:00.562882,,135.148.25.152,udp,,,no,7512,7752384,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-17 14:32:33.403641,0:01:01.098416,,35.159.29.186,udp,,,no,6408,6613056,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
