ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
156.21.19.214,81,no,4,0,4,0,0,2024-06-19 13:05:04.628717,2024-06-19 13:05:11.845679
68.152.214.73,8080,yes,1,0,1,0,0,2024-06-19 13:56:45.647218,2024-06-19 13:56:45.647218
40.243.123.47,8080,yes,1,0,1,0,0,2024-06-19 13:56:45.676634,2024-06-19 13:56:45.676634
