ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
152.89.244.142,33335,no,2101,3814,117,0,11,2024-06-22 18:42:31.667810,2:58:20.985442
27.25.151.54,80,yes,4,2720,4,0,0,2024-06-22 19:22:36.659173,0:00:00.012357
101.126.25.17,80,yes,3,2040,3,0,0,2024-06-22 19:33:16.700100,0:00:00.009571
118.25.29.245,80,yes,1,680,1,0,0,2024-06-22 20:05:30.839871,0:00:00
180.188.40.138,80,yes,4,2720,4,0,0,2024-06-22 20:08:24.692149,0:00:00.012201
