ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
45.90.13.207,7777,no,282,1379,67,0,0,2024-06-28 09:36:02.318821,0:05:12.442695
45.90.13.207,59666,no,107,5,101,0,0,2024-06-28 09:36:02.673394,0:04:38.859690
