attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port
DP Attack,2024-06-23 10:15:08.519021,0:01:00.816668,,73.73.73.72,dns,,,no,7282,7515024,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 13:33:31.960043,0:00:31.388905,,188.189.1.145,dns,,,no,3751,3871032,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 09:46:11.241904,0:05:51.099981,,84.17.40.11,dns,,,no,21846,22545072,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 10:06:26.569882,0:00:59.942363,,198.244.232.97,udp,,,no,7068,7294176,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 13:00:50.394816,0:01:01.915422,,73.73.73.72,dns,,,no,5984,6175488,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 10:31:52.089361,0:01:01.239581,,90.200.150.29,dns,,,no,5550,5727600,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 12:18:43.606560,0:01:00.723764,,104.238.189.195,udp,,,no,7260,7492320,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 12:39:13.085555,0:01:01.240915,,15.185.243.31,udp,,,no,7398,7634736,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 12:56:58.492778,0:02:07.834792,,20.141.12.34,dns,,,no,5664,5845248,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 13:28:39.901614,0:02:48.430665,,15.235.87.112,"udp,dns",,,no,14166,14619312,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 14:58:25.945569,0:01:00.385134,,188.189.1.145,dns,,,no,5957,6147624,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 13:39:33.883222,0:01:00.627392,,206.212.246.14,dns,,,no,6408,6613056,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 13:55:41.853937,0:01:01.471538,,146.59.53.78,udp,,,no,6138,6334416,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 14:02:07.746041,0:14:21.570233,,35.145.62.26,udp,,,no,10656,10996992,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 14:23:54.668441,0:01:00.663233,,128.116.1.33,udp,,,no,6012,6204384,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 14:36:16.979838,0:01:01.355567,,24.167.110.10,dns,,,no,6072,6266304,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 14:37:24.072715,0:01:01.268636,,160.3.164.62,udp,,,no,6192,6390144,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 14:53:51.187715,0:20:24.318838,,217.114.194.3,udp,,,no,16410,16935120,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 15:30:39.483226,0:01:00.835323,,207.244.252.135,udp,,,no,6072,6266304,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 15:49:41.669961,0:01:00.671702,,154.12.240.99,udp,,,no,5994,6185808,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 16:00:36.116043,0:01:01.210688,,144.126.146.206,udp,,,no,6180,6377760,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 16:15:15.023735,0:01:01.295125,,162.211.121.85,udp,,,no,6078,6272496,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
DP Attack,2024-06-23 16:32:34.890941,0:01:11.069887,,192.81.241.190,udp,,,no,2154,2222928,a9ce0201536afb380206d2ef843eaa025490a268179a115451b344adc594bae2,45.95.169.138,322
