ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
45.95.169.138,322,no,2711,10079,53,0,0,2024-06-23 09:17:21.367459,7:41:07.453338
71.195.237.89,53,yes,14814,0,14814,0,0,2024-06-23 14:27:25.326487,0:05:02.208270
