attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port
Scanning,2024-06-17 12:24:41.544471,3:25:57.080830,192.168.122.165,,tcp,,"23789,54123,7193,27651,49376,15987,32876,38429,61543,46852,42061",no,222,0,e296143245fd02f317dd8224c17c3f51278b26f1e4803d9075a83cd2153d36eb,150.29.0.0,49376
DP Attack,2024-06-17 12:23:33.605877,3:29:38.123708,,161.97.219.84,dns,,,no,1488,65331,e296143245fd02f317dd8224c17c3f51278b26f1e4803d9075a83cd2153d36eb,150.29.0.0,49376
DP Attack,2024-06-17 12:23:21.219817,3:23:04.430108,,192.168.122.0/24,"icmp,dns",,,"yes,no",90,4272,e296143245fd02f317dd8224c17c3f51278b26f1e4803d9075a83cd2153d36eb,150.29.0.0,49376
