ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
45.131.111.98,1312,no,204,35,138,0,0,2024-06-17 12:15:42.643798,2024-06-17 12:21:55.003260
89.190.156.145,7733,yes,21,0,21,0,0,2024-06-17 12:15:44.564977,2024-06-17 12:21:12.123112
