ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
217.32.184.17,23,no,51,0,0,0,51,2024-06-17 12:29:46.566886,2024-06-17 12:40:16.747782
171.166.70.158,80,yes,1,0,1,0,0,2024-06-17 12:40:23.575855,2024-06-17 12:40:23.575855
18.89.84.28,80,yes,1,0,1,0,0,2024-06-17 12:40:23.607265,2024-06-17 12:40:23.607265
