ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
45.90.13.207,59666,no,1067,938,126,0,1,2024-06-27 17:57:49.455707,4:01:48.132256
45.90.13.207,7777,no,9016,35048,2087,0,1115,2024-06-27 17:57:51.358048,0:23:45.418956
