ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
45.90.13.207,59666,no,994,889,104,0,0,2024-06-28 16:10:40.302342,3:47:21.100566
45.90.13.207,7777,no,5818,18790,1729,0,1027,2024-06-28 16:10:41.303972,0:21:13.632689
