ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
45.90.13.207,59666,no,1756,1721,101,0,0,2024-06-27 09:47:33.270185,6:14:03.770488
45.90.13.207,7777,no,217787,955417,38285,0,12409,2024-06-27 09:47:33.320543,6:14:46.739761
38.154.238.194,22,yes,5,0,5,0,0,2024-06-27 15:34:36.789384,0:00:15.670067
