ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
222.80.198.88,37215,no,9,0,9,0,0,2024-06-21 14:39:42.375908,2024-06-21 14:39:42.376540
157.123.4.181,37215,yes,9,0,9,0,0,2024-06-21 14:41:43.519056,2024-06-21 14:41:43.519732
