attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port
Scanning,2024-06-20 10:39:57.834819,0:51:55.166471,192.168.122.194,,tcp,,"8080,37215,49152,81,52869,8181,123,1234,8081,60001,5555,7001,80,8443,8088,7574",no,69318,0,6b941c86a99c49e726daf25a054e4c006cbd190895ff917872d7bee9684e0a38,181.206.243.44,81
DP Attack,2024-06-20 10:39:27.956902,0:48:28.868944,,192.168.122.0/24,"tcp,dns,http",,,no,36,2425,6b941c86a99c49e726daf25a054e4c006cbd190895ff917872d7bee9684e0a38,181.206.243.44,81
