ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
142.250.74.228,443,no,34615,61204,1656,0,27,2024-06-22 14:59:28.847186,3:38:27.848173
