ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
80.94.71.0,37215,no,2,0,2,0,0,2024-06-18 09:55:32.648068,2024-06-18 09:55:32.648336
197.145.52.129,37215,yes,6,0,6,0,0,2024-06-18 09:57:29.530235,2024-06-18 09:57:29.530512
