ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
119.13.111.225,37215,no,10,0,10,0,0,2024-06-18 15:32:29.510149,2024-06-18 15:32:29.510927
102.38.118.223,37215,yes,1,0,1,0,0,2024-06-18 15:34:29.099138,2024-06-18 15:34:29.099138
197.162.22.110,37215,yes,2,0,2,0,0,2024-06-18 15:34:29.099247,2024-06-18 15:34:29.099411
62.127.223.89,37215,yes,1,0,1,0,0,2024-06-18 15:34:29.099602,2024-06-18 15:34:29.099602
197.207.116.213,37215,yes,6,0,6,0,0,2024-06-18 15:34:29.099752,2024-06-18 15:34:29.100250
