ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
102.33.233.157,37215,no,3,0,3,0,0,2024-06-24 09:34:21.394665,2024-06-24 09:34:21.394809
197.217.176.182,37215,yes,3,0,3,0,0,2024-06-24 09:36:16.580783,2024-06-24 09:36:16.580879
