ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
152.89.244.142,33335,no,2200,3508,100,0,0,2024-06-20 10:38:36.049979,3:29:21.805105
51.81.243.140,22,yes,120,0,120,0,0,2024-06-20 10:47:27.956198,0:00:09.231085
144.217.111.246,1194,yes,384,0,384,0,0,2024-06-20 10:54:46.898926,0:00:33.008343
