attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port
DP Attack,2024-06-22 11:18:40.700143,0:00:15.001052,,74.91.114.177,udp,,,no,733,17012,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 11:18:40.700143,0:00:15.001052,,74.91.114.177,udp,,,no,733,17012,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 11:18:40.700143,0:00:15.001052,,74.91.114.177,udp,,,no,733,17012,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 11:18:40.700143,0:00:15.001052,,74.91.114.177,udp,,,no,733,17012,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 11:18:40.700143,0:00:15.001052,,74.91.114.177,udp,,,no,733,17012,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 11:18:40.700143,0:00:15.001052,,74.91.114.177,udp,,,no,733,17012,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 11:18:40.700143,0:00:15.001052,,74.91.114.177,udp,,,no,733,17012,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 10:15:24.696285,0:00:10.001268,,45.77.59.130,udp,,,no,672,6374,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 10:28:08.690973,0:00:09.999198,,65.20.96.43,udp,,,no,690,6545,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 10:51:48.680728,0:00:59.990337,,149.28.186.217,udp,,,no,4788,45467,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 11:07:57.704732,0:00:59.990079,,212.19.224.171,udp,,,no,2766,2923050,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 11:57:32.700015,0:08:41.993142,,74.91.114.0/24,udp,,,no,2411,78769,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 12:05:22.699441,0:00:21.994945,,62.115.136.119,udp,,,no,954,501193,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 12:09:17.689935,0:00:10.005590,,144.202.25.188,udp,,,no,612,5803,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 12:14:36.700870,0:00:09.984697,,67.212.238.162,udp,,,no,600,5687,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 12:25:27.706185,0:00:09.998887,,212.19.225.10,udp,,,no,564,5340,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 12:52:03.691058,0:00:59.998345,,45.76.47.247,udp,,,no,2700,2855455,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 13:42:56.707766,0:01:00.007214,,216.52.30.66,udp,,,no,2616,2764826,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 13:45:03.701794,0:01:00.009126,,103.45.161.172,"ftp,tcp",,,no,2838,1396296,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 13:49:04.700199,0:00:10.000195,,149.28.169.120,udp,,,no,672,6374,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 14:12:19.750941,0:03:39.735500,,103.116.15.92,"udp,tcp",,,no,2010,1096899,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 14:38:32.530594,0:00:11.314636,,62.115.177.165,udp,,,no,750,307221,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
