ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time,measure_start,measure_end,time_gap,duration
240.103.0.0,32876,yes,4,0,4,0,0,2024-06-18 18:00:38.455593,2024-06-18 18:00:45.634273,2024-06-18 15:45:31,2024-06-18 18:13:45,0 days 02:15:07.455593,0 days 00:00:07.178680
211.107.0.0,61543,yes,4,0,4,0,0,2024-06-18 18:08:25.562538,2024-06-18 18:08:33.443326,2024-06-18 15:45:31,2024-06-18 18:13:45,0 days 02:22:54.562538,0 days 00:00:07.880788
211.107.0.0,32876,yes,4,0,4,0,0,2024-06-18 18:09:07.697291,2024-06-18 18:09:15.554537,2024-06-18 15:45:31,2024-06-18 18:13:45,0 days 02:23:36.697291,0 days 00:00:07.857246
164.77.0.0,42061,yes,3,0,3,0,0,2024-06-18 18:10:33.714061,2024-06-18 18:10:40.514487,2024-06-18 15:45:31,2024-06-18 18:13:45,0 days 02:25:02.714061,0 days 00:00:06.800426
92.237.0.0,23789,yes,4,0,4,0,0,2024-06-18 18:11:15.506601,2024-06-18 18:11:22.674393,2024-06-18 15:45:31,2024-06-18 18:13:45,0 days 02:25:44.506601,0 days 00:00:07.167792
164.77.0.0,38429,yes,4,0,4,0,0,2024-06-18 18:11:57.618153,2024-06-18 18:12:05.474181,2024-06-18 15:45:31,2024-06-18 18:13:45,0 days 02:26:26.618153,0 days 00:00:07.856028
192.224.0.0,27651,yes,4,0,4,0,0,2024-06-18 18:12:40.511390,2024-06-18 18:12:48.443403,2024-06-18 15:45:31,2024-06-18 18:13:45,0 days 02:27:09.511390,0 days 00:00:07.932013
28.25.0.0,46852,yes,4,0,4,0,0,2024-06-18 18:13:22.627507,2024-06-18 18:13:30.445575,2024-06-18 15:45:31,2024-06-18 18:13:45,0 days 02:27:51.627507,0 days 00:00:07.818068
108.3.0.0,54123,no,4,0,4,0,0,2024-06-19 10:14:04.815880,2024-06-19 10:14:12.641264,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:01:31.815880,0 days 00:00:07.825384
211.107.0.0,15987,yes,8,0,8,0,0,2024-06-19 10:23:14.608867,2024-06-19 11:13:19.604199,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:10:41.608867,0 days 00:50:04.995332
62.115.0.0,49376,no,8,0,8,0,0,2024-06-19 10:27:27.650063,2024-06-19 12:02:48.600801,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:14:54.650063,0 days 01:35:20.950738
183.4.0.0,61543,yes,4,0,4,0,0,2024-06-19 10:28:09.700267,2024-06-19 10:28:17.600742,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:15:36.700267,0 days 00:00:07.900475
183.4.0.0,49376,yes,4,0,4,0,0,2024-06-19 10:28:51.746565,2024-06-19 10:28:59.682429,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:16:18.746565,0 days 00:00:07.935864
28.25.0.0,49376,yes,8,0,8,0,0,2024-06-19 10:34:29.651017,2024-06-19 11:53:25.681703,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:21:56.651017,0 days 01:18:56.030686
150.29.0.0,49376,no,8,0,8,0,0,2024-06-19 10:37:17.870308,2024-06-19 11:08:23.840987,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:24:44.870308,0 days 00:31:05.970679
62.115.0.0,54123,yes,4,0,4,0,0,2024-06-19 10:40:06.830519,2024-06-19 10:40:14.641129,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:27:33.830519,0 days 00:00:07.810610
108.3.0.0,32876,yes,4,0,4,0,0,2024-06-19 10:40:49.649562,2024-06-19 10:40:57.601073,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:28:16.649562,0 days 00:00:07.951511
128.108.0.0,54123,yes,8,0,8,0,0,2024-06-19 10:46:26.784816,2024-06-19 11:22:27.681227,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:33:53.784816,0 days 00:36:00.896411
92.237.0.0,46852,yes,4,0,4,0,0,2024-06-19 10:49:57.780030,2024-06-19 10:50:05.600766,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:37:24.780030,0 days 00:00:07.820736
128.108.0.0,32876,yes,4,0,4,0,0,2024-06-19 10:50:39.785516,2024-06-19 10:50:47.600812,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:38:06.785516,0 days 00:00:07.815296
192.224.0.0,27651,yes,4,0,4,0,0,2024-06-19 10:53:28.777218,2024-06-19 10:53:36.641800,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:40:55.777218,0 days 00:00:07.864582
164.77.0.0,49376,no,8,0,8,0,0,2024-06-19 10:54:53.608794,2024-06-19 10:59:13.840991,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:42:20.608794,0 days 00:04:20.232197
28.25.0.0,46852,yes,4,0,4,0,0,2024-06-19 10:59:48.744333,2024-06-19 10:59:56.600765,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:47:15.744333,0 days 00:00:07.856432
128.108.0.0,38429,yes,4,0,4,0,0,2024-06-19 11:01:14.609462,2024-06-19 11:01:21.841269,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:48:41.609462,0 days 00:00:07.231807
192.224.0.0,32876,no,8,0,8,0,0,2024-06-19 11:04:02.808613,2024-06-19 12:09:52.600852,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:51:29.808613,0 days 01:05:49.792239
211.107.0.0,61543,yes,4,0,4,0,0,2024-06-19 11:08:58.652533,2024-06-19 11:09:05.841358,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:56:25.652533,0 days 00:00:07.188825
92.237.0.0,61543,yes,8,0,8,0,0,2024-06-19 11:11:47.655158,2024-06-19 11:35:07.600742,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 00:59:14.655158,0 days 00:23:19.945584
108.3.0.0,15987,no,10,0,8,0,2,2024-06-19 11:20:55.740288,2024-06-19 11:40:27.657250,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:08:22.740288,0 days 00:19:31.916962
240.103.0.0,46852,no,4,0,4,0,0,2024-06-19 11:31:28.743362,2024-06-19 11:31:36.600854,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:18:55.743362,0 days 00:00:07.857492
92.237.0.0,49376,yes,4,0,4,0,0,2024-06-19 11:32:10.801674,2024-06-19 11:32:18.641164,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:19:37.801674,0 days 00:00:07.839490
192.224.0.0,42061,yes,4,0,4,0,0,2024-06-19 11:33:35.607790,2024-06-19 11:33:42.801340,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:21:02.607790,0 days 00:00:07.193550
92.237.0.0,54123,yes,4,0,4,0,0,2024-06-19 11:34:17.649555,2024-06-19 11:34:24.880974,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:21:44.649555,0 days 00:00:07.231419
240.103.0.0,27651,yes,4,0,4,0,0,2024-06-19 11:39:54.694431,2024-06-19 11:40:02.600768,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:27:21.694431,0 days 00:00:07.906337
211.107.0.0,38429,yes,8,0,8,0,0,2024-06-19 11:43:25.650354,2024-06-19 11:45:39.681200,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:30:52.650354,0 days 00:02:14.030846
211.107.0.0,49376,no,8,0,8,0,0,2024-06-19 11:46:14.611561,2024-06-19 12:11:17.683822,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:33:41.611561,0 days 00:25:03.072261
183.4.0.0,38429,yes,4,0,4,0,0,2024-06-19 11:51:52.746323,2024-06-19 11:52:00.600832,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:39:19.746323,0 days 00:00:07.854509
164.77.0.0,42061,yes,4,0,4,0,0,2024-06-19 11:54:42.697393,2024-06-19 11:54:50.600892,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:42:09.697393,0 days 00:00:07.903499
164.77.0.0,32876,yes,4,0,4,0,0,2024-06-19 11:56:49.701784,2024-06-19 11:56:57.600849,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:44:16.701784,0 days 00:00:07.899065
92.237.0.0,32876,yes,4,0,4,0,0,2024-06-19 11:57:31.786563,2024-06-19 11:57:39.601823,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:44:58.786563,0 days 00:00:07.815260
92.237.0.0,23789,yes,4,0,4,0,0,2024-06-19 11:58:14.608382,2024-06-19 11:58:21.841831,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 01:45:41.608382,0 days 00:00:07.233449
92.237.0.0,38429,yes,3,0,3,0,0,2024-06-19 12:14:00.641088,2024-06-19 12:14:06.800976,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 02:01:27.641088,0 days 00:00:06.159888
128.108.0.0,42061,yes,4,0,4,0,0,2024-06-19 12:14:41.693027,2024-06-19 12:14:49.600854,2024-06-19 10:12:33,2024-06-19 12:14:54,0 days 02:02:08.693027,0 days 00:00:07.907827
164.77.0.0,23789,no,9,0,8,0,1,2024-06-20 10:39:07.219975,2024-06-20 11:35:15.955615,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:00:52.219975,0 days 00:56:08.735640
62.115.0.0,27651,yes,8,0,8,0,0,2024-06-20 10:41:56.061773,2024-06-20 10:57:32.849346,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:03:41.061773,0 days 00:15:36.787573
62.115.0.0,15987,yes,8,0,8,0,0,2024-06-20 10:42:38.039825,2024-06-20 11:11:36.942644,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:04:23.039825,0 days 00:28:58.902819
192.224.0.0,32876,no,4,0,4,0,0,2024-06-20 10:44:02.902141,2024-06-20 10:44:10.130128,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:05:47.902141,0 days 00:00:07.227987
150.29.0.0,46852,yes,8,0,8,0,0,2024-06-20 10:45:27.013597,2024-06-20 11:38:22.054314,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:07:12.013597,0 days 00:52:55.040717
164.77.0.0,49376,no,15,0,12,0,3,2024-06-20 10:46:09.104897,2024-06-20 11:21:11.045322,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:07:54.104897,0 days 00:35:01.940425
240.103.0.0,15987,yes,4,0,4,0,0,2024-06-20 10:48:58.039647,2024-06-20 10:49:05.849736,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:10:43.039647,0 days 00:00:07.810089
211.107.0.0,23789,yes,4,0,4,0,0,2024-06-20 10:50:22.859079,2024-06-20 10:50:30.048375,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:12:07.859079,0 days 00:00:07.189296
62.115.0.0,32876,yes,4,0,4,0,0,2024-06-20 10:53:11.902506,2024-06-20 10:53:19.088284,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:14:56.902506,0 days 00:00:07.185778
108.3.0.0,54123,no,4,0,4,0,0,2024-06-20 10:55:18.095400,2024-06-20 10:55:25.968630,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:17:03.095400,0 days 00:00:07.873230
28.25.0.0,32876,yes,4,0,4,0,0,2024-06-20 11:00:56.064696,2024-06-20 11:01:03.850257,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:22:41.064696,0 days 00:00:07.785561
164.77.0.0,61543,yes,4,0,4,0,0,2024-06-20 11:01:38.023064,2024-06-20 11:01:45.888302,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:23:23.023064,0 days 00:00:07.865238
211.107.0.0,54123,yes,4,0,4,0,0,2024-06-20 11:07:16.015302,2024-06-20 11:07:23.888442,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:29:01.015302,0 days 00:00:07.873140
108.3.0.0,15987,no,12,0,12,0,0,2024-06-20 11:07:58.063531,2024-06-20 11:34:50.931851,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:29:43.063531,0 days 00:26:52.868320
150.29.0.0,61543,yes,9,0,9,0,0,2024-06-20 11:15:00.954093,2024-06-20 11:44:42.027891,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:36:45.954093,0 days 00:29:41.073798
92.237.0.0,7193,yes,4,0,4,0,0,2024-06-20 11:17:07.173320,2024-06-20 11:17:15.008236,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:38:52.173320,0 days 00:00:07.834916
108.3.0.0,38429,yes,4,0,4,0,0,2024-06-20 11:22:03.032730,2024-06-20 11:22:10.849889,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:43:48.032730,0 days 00:00:07.817159
128.108.0.0,42061,yes,4,0,4,0,0,2024-06-20 11:27:40.994611,2024-06-20 11:27:48.850054,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:49:25.994611,0 days 00:00:07.855443
183.4.0.0,27651,yes,4,0,4,0,0,2024-06-20 11:28:23.077668,2024-06-20 11:28:30.928624,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:50:08.077668,0 days 00:00:07.850956
28.25.0.0,27651,yes,8,0,8,0,0,2024-06-20 11:35:25.121723,2024-06-20 11:49:00.609293,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:57:10.121723,0 days 00:13:35.487570
192.224.0.0,15987,yes,4,0,4,0,0,2024-06-20 11:36:07.942788,2024-06-20 11:36:15.168427,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 00:57:52.942788,0 days 00:00:07.225639
150.29.0.0,49376,no,4,0,4,0,0,2024-06-20 11:38:56.981126,2024-06-20 11:39:04.861203,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 01:00:41.981126,0 days 00:00:07.880077
92.237.0.0,27651,yes,7,0,7,0,0,2024-06-20 11:46:01.278033,2024-06-20 11:47:56.398735,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 01:07:46.278033,0 days 00:01:55.120702
92.237.0.0,15987,yes,4,0,4,0,0,2024-06-20 11:47:03.211913,2024-06-20 11:47:10.944367,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 01:08:48.211913,0 days 00:00:07.732454
240.103.0.0,61543,yes,5,0,5,0,0,2024-06-20 11:50:38.539493,2024-06-20 11:50:58.263056,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 01:12:23.539493,0 days 00:00:19.723563
28.25.0.0,38429,yes,4,0,4,0,0,2024-06-20 11:51:26.900302,2024-06-20 11:51:34.128957,2024-06-20 10:38:15,2024-06-20 11:51:48,0 days 01:13:11.900302,0 days 00:00:07.228655
164.77.0.0,49376,no,4,0,4,0,0,2024-06-21 09:33:22.329499,2024-06-21 09:33:29.544882,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:00:51.329499,0 days 00:00:07.215383
108.3.0.0,61543,yes,4,0,4,0,0,2024-06-21 09:36:55.267714,2024-06-21 09:37:02.425013,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:04:24.267714,0 days 00:00:07.157299
28.25.0.0,42061,yes,4,0,4,0,0,2024-06-21 09:37:37.413357,2024-06-21 09:37:45.224976,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:05:06.413357,0 days 00:00:07.811619
28.25.0.0,7193,yes,4,0,4,0,0,2024-06-21 09:38:20.271351,2024-06-21 09:38:28.206821,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:05:49.271351,0 days 00:00:07.935470
150.29.0.0,42061,yes,4,0,4,0,0,2024-06-21 09:48:58.391435,2024-06-21 09:49:06.344870,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:16:27.391435,0 days 00:00:07.953435
150.29.0.0,54123,yes,4,0,4,0,0,2024-06-21 09:49:41.251733,2024-06-21 09:49:48.425420,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:17:10.251733,0 days 00:00:07.173687
150.29.0.0,49376,no,4,0,4,0,0,2024-06-21 09:51:49.214902,2024-06-21 09:51:56.425924,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:19:18.214902,0 days 00:00:07.211022
108.3.0.0,15987,no,7,0,7,0,0,2024-06-21 09:52:31.350636,2024-06-21 10:23:05.385482,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:20:00.350636,0 days 00:30:34.034846
92.237.0.0,61543,yes,8,0,8,0,0,2024-06-21 09:54:39.252806,2024-06-21 10:21:02.264920,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:22:08.252806,0 days 00:26:23.012114
183.4.0.0,61543,yes,4,0,4,0,0,2024-06-21 09:57:29.367947,2024-06-21 09:57:37.224973,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:24:58.367947,0 days 00:00:07.857026
240.103.0.0,46852,no,4,0,4,0,0,2024-06-21 10:02:27.324420,2024-06-21 10:02:35.206807,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:29:56.324420,0 days 00:00:07.882387
108.3.0.0,54123,no,8,0,8,0,0,2024-06-21 10:03:52.310593,2024-06-21 10:18:54.206959,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:31:21.310593,0 days 00:15:01.896366
183.4.0.0,23789,yes,4,0,4,0,0,2024-06-21 10:11:40.402835,2024-06-21 10:11:48.345628,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:39:09.402835,0 days 00:00:07.942793
240.103.0.0,49376,yes,4,0,4,0,0,2024-06-21 10:12:23.252569,2024-06-21 10:12:30.425134,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:39:52.252569,0 days 00:00:07.172565
211.107.0.0,38429,yes,4,0,4,0,0,2024-06-21 10:14:31.258778,2024-06-21 10:14:38.424847,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:42:00.258778,0 days 00:00:07.166069
128.108.0.0,49376,yes,3,0,3,0,0,2024-06-21 10:19:30.264857,2024-06-21 10:19:36.425186,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:46:59.264857,0 days 00:00:06.160329
62.115.0.0,49376,no,4,0,4,0,0,2024-06-21 10:20:11.409331,2024-06-21 10:20:19.224927,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:47:40.409331,0 days 00:00:07.815596
62.115.0.0,32876,yes,4,0,4,0,0,2024-06-21 10:21:37.250334,2024-06-21 10:21:44.425192,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:49:06.250334,0 days 00:00:07.174858
192.224.0.0,54123,yes,4,0,4,0,0,2024-06-21 10:22:19.418474,2024-06-21 10:22:27.208431,2024-06-21 09:32:31,2024-06-21 10:23:06,0 days 00:49:48.418474,0 days 00:00:07.789957
