attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port
DP Attack,2024-06-23 09:51:49.394825,0:00:59.994359,,78.141.204.25,udp,,,no,3246,2517575,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 10:18:19.434156,0:00:59.999296,,45.63.115.184,udp,,,no,2826,2152766,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 10:23:00.433812,0:00:09.998160,,212.78.83.191,udp,,,no,588,5573,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 10:47:04.439486,0:01:01.998609,,74.91.115.8,udp,,,no,1566,680536,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 10:50:17.434948,0:05:38.096265,,74.91.119.0/24,udp,,,no,2736,763467,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 11:36:50.435956,0:00:59.992307,,31.204.133.40,udp,,,no,3492,33130,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 12:16:22.489123,0:00:59.986874,,78.129.240.2,udp,,,no,2814,2143953,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 12:19:16.438627,0:00:09.997902,,45.32.240.243,udp,,,no,612,5803,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 12:45:42.438897,0:02:25.985588,,72.186.18.86,udp,,,no,2142,75294,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 12:58:43.444196,0:00:10.003647,,45.76.126.175,udp,,,no,516,4891,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 13:11:15.508973,0:01:00.002622,,38.238.73.111,tcp,,,no,2784,1893120,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 13:45:34.470566,0:00:09.976561,,139.180.169.191,udp,,,no,618,5860,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 14:00:49.418027,0:00:59.993438,,212.102.40.182,tcp,,,no,2616,1778880,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 14:08:06.436903,0:00:09.995759,,192.168.1.64,udp,,,no,456,4316,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 14:28:20.537344,0:00:59.996592,,180.101.160.21,tcp,,,no,2364,1607520,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 14:30:48.436222,0:00:19.980017,,161.29.142.142,udp,,,no,1080,10253,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 14:36:03.438593,0:00:19.949095,,99.157.179.20,udp,,,no,1044,164012,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 15:49:21.535850,0:00:14.983278,,144.202.25.87,udp,,,no,720,556479,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-23 15:53:44.435303,0:00:08.140293,,45.77.232.248,udp,,,no,498,4720,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
