ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
152.89.244.142,33335,no,4545,5379,103,0,0,2024-06-23 09:17:18.583260,7:40:59.618186
38.238.73.111,80,yes,1,680,1,0,0,2024-06-23 13:12:15.516551,0:00:00
212.102.40.182,22,yes,4,2720,4,0,0,2024-06-23 14:01:49.414922,0:00:00.013904
