attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port,measure_start,measure_end,Unnamed: 0
DP Attack,2024-06-26 13:20:51.313880,19.983764,,74.91.122.30,udp,,,no,816,577728,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 09:45:31,2024-06-26 16:12:18,
DP Attack,2024-06-26 13:24:46.317417,29.986604,,45.76.18.8,udp,,,no,1314,1019236,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 09:45:31,2024-06-26 16:12:18,
DP Attack,2024-06-26 14:17:19.340368,59.977357,,108.61.133.109,udp,,,no,2478,1925869,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 09:45:31,2024-06-26 16:12:18,
DP Attack,2024-06-26 14:22:47.307740,59.988536,,45.76.112.97,udp,,,no,3156,29938,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 09:45:31,2024-06-26 16:12:18,
DP Attack,2024-06-26 14:45:10.306356,9.148878,,139.180.162.132,udp,,,no,528,5001,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 09:45:31,2024-06-26 16:12:18,
DP Attack,2024-06-26 15:22:35.329414,9.996775,,149.28.216.24,udp,,,no,498,4720,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 09:45:31,2024-06-26 16:12:18,
DP Attack,2024-06-26 15:41:35.819003,59.885646,,81.70.99.147,tcp,,,no,912,620160,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 09:45:31,2024-06-26 16:12:18,
DP Attack,2024-06-26 16:00:41.431022,10.002785,,213.179.199.44,udp,,,no,600,312000,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 09:45:31,2024-06-26 16:12:18,
DP Attack,2024-06-26 17:53:36.318920,60.010232,,115.238.196.102,tcp,,,no,3204,2178720,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 17:58:29.318240,769.052133,,212.102.40.182,"udp,tcp",,,no,6666,4630320,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 19:15:22.441343,60.013519,,212.102.40.182,tcp,,,no,2569,1746920,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:06:55.326144,2206.11252,,220.166.50.49,tcp,,,no,51215,34826200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:06:55.326144,2206.11252,,220.166.50.49,tcp,,,no,51215,34826200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:06:55.326144,2206.11252,,220.166.50.49,tcp,,,no,51215,34826200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:06:55.326144,2206.11252,,220.166.50.49,tcp,,,no,51215,34826200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:06:55.326144,2206.11252,,220.166.50.49,tcp,,,no,51215,34826200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:06:55.326144,2206.11252,,220.166.50.49,tcp,,,no,51215,34826200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:06:55.326144,2206.11252,,220.166.50.49,tcp,,,no,51215,34826200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 19:56:38.334408,570.024494,,212.102.40.182,tcp,,,no,4667,3173560,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 17:49:47.440107,59.043276,,79.127.239.72,tcp,,,no,3120,2121600,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 18:21:26.330842,60.004637,,115.238.196.102,udp,,,no,3162,2238696,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 22:39:32.328952,930.984324,,212.102.40.182,"udp,tcp",,,no,7248,5000992,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 17:59:23.456336,59.982559,,43.155.8.87,udp,,,no,3108,2200464,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 18:11:47.310105,44.992646,,45.63.24.200,udp,,,no,2772,26300,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 18:14:09.318490,1482.00929,,156.238.15.0/24,tcp,,,no,9576,6511680,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 18:36:49.324184,60.006397,,149.28.64.153,udp,,,no,2802,2170534,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 18:51:27.338323,59.986031,,121.5.90.169,udp,,,no,2562,2709001,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 19:32:00.338336,59.995353,,67.213.208.44,udp,,,no,2520,2664007,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 19:52:09.333615,9.972378,,149.28.254.69,udp,,,no,510,4835,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:01:31.326139,9.99408,,156.235.225.23,tcp,,,no,450,306000,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 21:31:42.325928,80.010652,,220.166.50.49,tcp,,,no,2161,1469480,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:15:59.354943,60.008892,,203.86.234.59,udp,,,no,1548,1633148,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:17:34.339003,59.996795,,43.249.194.250,udp,,,no,1764,1858757,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:18:01.375324,59.995891,,212.19.224.35,udp,,,no,1596,1683639,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 20:56:01.332512,59.981976,,45.77.51.128,udp,,,no,2898,27489,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 21:23:46.316474,9.99203,,45.77.236.107,udp,,,no,612,5803,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 21:36:40.328603,9.988879,,45.77.234.123,udp,,,no,510,4835,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 21:40:40.329345,59.992947,,43.135.89.67,udp,,,no,2082,1474056,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 21:50:54.338633,60.006239,,192.248.187.125,udp,,,no,2412,2549920,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 22:09:30.332216,59.985611,,212.19.225.10,udp,,,no,2226,1157520,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 22:38:07.352713,59.988139,,15.185.243.238,udp,,,no,3024,28681,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-26 22:42:11.335460,59.133797,,103.36.167.56,udp,,,no,2460,1741680,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-26 17:42:18,2024-06-26 22:59:19,
DP Attack,2024-06-27 10:36:24.249458,60.014684,,212.102.40.182,tcp,,,no,2828,1923040,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 14:27:57.279169,59.135242,,43.248.118.178,udp,,,no,2460,1741680,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 13:07:35.256501,80.020818,,220.166.50.49,tcp,,,no,2258,1535440,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 10:24:12.250063,59.996623,,31.204.133.8,udp,,,no,3294,1712880,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 12:46:36.254400,80.013914,,212.102.40.182,tcp,,,no,2098,1426640,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 10:40:52.249285,59.995312,,45.77.211.72,udp,,,no,3288,2550727,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 12:08:29.266971,203.978512,,109.200.199.155,udp,,,no,1002,9498,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 12:26:09.270862,59.974828,,23.109.172.244,udp,,,no,2514,1952329,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 12:45:10.250021,81.993001,,185.34.106.31,"udp,tcp",,,no,1290,958208,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 15:01:48.280688,88.005974,,220.166.50.49,tcp,,,no,2068,1406240,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 13:09:14.257876,59.990198,,136.244.101.203,udp,,,no,3000,28458,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 13:21:25.262043,201.002892,,34.222.124.207,tcp,,,no,1740,1183200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 13:43:38.274448,59.991676,,67.213.208.42,udp,,,no,3186,30221,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 15:01:36.268737,59.969103,,43.248.118.176,udp,,,no,1794,1270152,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 14:31:18.256959,69.150053,,156.238.15.47,tcp,,,no,1854,1260720,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 15:53:02.395314,62.939611,,94.72.120.51,tcp,,,no,1602,1089360,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 15:58:25.062486,40.341441,,89.117.18.182,tcp,,,no,528,359040,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 10:02:09,2024-06-27 16:02:24,
DP Attack,2024-06-27 18:02:53.374192,1076.98726,,115.238.196.102,"udp,tcp,ntp",,,no,9624,6724276,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 18:11:37.413225,39.99463,,104.233.241.132,tcp,,,no,2232,1517760,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 18:15:15.509378,59.990963,,119.28.61.194,udp,,,no,3354,2374632,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 18:25:24.350711,9.183907,,149.28.181.199,udp,,,no,558,5285,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 18:28:27.385921,9.999962,,149.104.41.48,tcp,,,no,372,252960,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 18:37:45.487137,52.89602,,172.235.53.79,tcp,,,no,1662,1130160,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 18:58:51.377204,30.000857,,38.38.113.198,tcp,,,no,1140,775200,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 19:04:07.367071,30.009969,,38.238.34.146,tcp,,,no,1176,799680,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 19:25:49.381984,59.990718,,183.66.100.19,udp,,,no,2418,1711944,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 19:36:48.390929,9.979169,,74.50.81.158,udp,,,no,372,394382,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 19:39:03.392420,496.00067,,103.192.208.139,udp,,,no,5166,3657528,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 20:45:45.381413,9.981618,,45.76.126.175,udp,,,no,558,5285,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 21:15:48.368739,59.997798,,35.213.195.136,udp,,,no,3078,29195,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 21:17:19.390111,221.982326,,27.25.137.222,udp,,,no,4656,4914705,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 21:21:30.395583,9.997376,,45.63.24.200,udp,,,no,534,5056,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 21:27:26.394653,19.984799,,206.212.246.14,udp,,,no,900,8545,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 21:34:55.378778,59.997453,,212.102.40.182,tcp,,,no,2328,1583040,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 21:34:58.396975,178.972674,,74.91.114.254,"udp,dns",,,no,2592,650852,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 21:40:08.390354,60.000853,,107.191.57.236,udp,,,no,3198,30336,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-27 21:57:34.392076,132.098367,,1.1.1.1,udp,,,no,1284,988832,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-27 17:57:31,2024-06-27 21:59:42,
DP Attack,2024-06-28 09:58:24.383068,60.003622,,67.213.208.20,udp,,,no,2829,2192156,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 12:58:27.403748,820.982111,,212.102.40.182,tcp,,,no,4808,3269440,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 10:34:18.403478,9.999122,,67.213.208.77,udp,,,no,465,4402,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
DP Attack,2024-06-28 13:55:31.395854,59.148328,,67.213.208.43,udp,,,no,2394,2529936,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335.0,2024-06-28 09:35:23,2024-06-28 15:47:21,
