ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time,measure_start,measure_end,bot_id,duration,attemp_start,is_cnc,Unnamed: 0
62.115.0.0,42061,yes,8,0,8,0,0,2024-06-17 13:11:13.589603,2024-06-17 14:16:13.536560,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,3899.946957,0 days 00:47:57.589603,False,
28.25.0.0,23789,yes,8,0,8,0,0,2024-06-17 13:12:37.692284,2024-06-17 15:39:28.563072,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,8810.870788,0 days 00:49:21.692284,False,
192.224.0.0,32876,no,4,0,4,0,0,2024-06-17 13:14:02.546960,2024-06-17 13:14:09.761271,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.214311,0 days 00:50:46.546960,False,
192.224.0.0,7193,yes,8,0,8,0,0,2024-06-17 13:18:57.683543,2024-06-17 15:26:46.800989,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7669.117446,0 days 00:55:41.683543,False,
183.4.0.0,54123,yes,8,0,8,0,0,2024-06-17 13:23:11.690788,2024-06-17 14:08:26.801135,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,2715.110347,0 days 00:59:55.690788,False,
128.108.0.0,61543,yes,4,0,4,0,0,2024-06-17 13:34:26.800204,2024-06-17 13:34:34.640815,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.840611,0 days 01:11:10.800204,False,
211.107.0.0,46852,yes,4,0,4,0,0,2024-06-17 13:38:40.712077,2024-06-17 13:38:48.561142,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.849065,0 days 01:15:24.712077,False,
62.115.0.0,32876,yes,12,0,12,0,0,2024-06-17 13:47:48.593111,2024-06-17 15:52:52.800925,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7504.207814,0 days 01:24:32.593111,False,
211.107.0.0,61543,yes,4,0,4,0,0,2024-06-17 14:03:22.732487,2024-06-17 14:03:30.560916,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.828429,0 days 01:40:06.732487,False,
128.108.0.0,38429,yes,4,0,4,0,0,2024-06-17 14:04:47.686159,2024-06-17 14:04:55.536543,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.850384,0 days 01:41:31.686159,False,
62.115.0.0,46852,no,8,0,8,0,0,2024-06-17 14:05:29.766226,2024-06-17 14:27:30.560902,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,1320.794676,0 days 01:42:13.766226,False,
183.4.0.0,23789,yes,4,0,4,0,0,2024-06-17 14:12:33.788180,2024-06-17 14:12:41.600825,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.812645,0 days 01:49:17.788180,False,
108.3.0.0,54123,no,8,0,8,0,0,2024-06-17 14:21:01.683805,2024-06-17 15:12:40.560851,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,3098.877046,0 days 01:57:45.683805,False,
240.103.0.0,15987,yes,8,0,8,0,0,2024-06-17 14:21:43.775885,2024-06-17 15:37:21.601289,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,4537.825404,0 days 01:58:27.775885,False,
150.29.0.0,32876,yes,4,0,4,0,0,2024-06-17 14:35:08.680912,2024-06-17 14:35:16.536329,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.855417,0 days 02:11:52.680912,True,
150.29.0.0,54123,yes,4,0,4,0,0,2024-06-17 14:35:50.770496,2024-06-17 14:35:58.641212,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.870716,0 days 02:12:34.770496,True,
240.103.0.0,32876,yes,4,0,4,0,0,2024-06-17 14:38:40.592012,2024-06-17 14:38:47.761331,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.169319,0 days 02:15:24.592012,False,
128.108.0.0,49376,yes,4,0,4,0,0,2024-06-17 14:42:54.590327,2024-06-17 14:43:01.760900,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.170573,0 days 02:19:38.590327,False,
164.77.0.0,42061,yes,4,0,4,0,0,2024-06-17 14:45:01.638961,2024-06-17 14:45:08.800823,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.161862,0 days 02:21:45.638961,False,
108.3.0.0,7193,yes,4,0,4,0,0,2024-06-17 14:47:50.682193,2024-06-17 14:47:58.560943,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.87875,0 days 02:24:34.682193,False,
192.224.0.0,23789,yes,4,0,4,0,0,2024-06-17 14:52:04.686301,2024-06-17 14:52:12.563552,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.877251,0 days 02:28:48.686301,False,
211.107.0.0,27651,yes,4,0,4,0,0,2024-06-17 14:57:43.636096,2024-06-17 14:57:50.800849,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.164753,0 days 02:34:27.636096,False,
150.29.0.0,38429,yes,4,0,4,0,0,2024-06-17 15:02:39.741807,2024-06-17 15:02:47.600929,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.859122,0 days 02:39:23.741807,True,
192.224.0.0,46852,yes,4,0,4,0,0,2024-06-17 15:11:50.595889,2024-06-17 15:11:57.760801,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.164912,0 days 02:48:34.595889,False,
192.224.0.0,54123,yes,4,0,4,0,0,2024-06-17 15:13:15.547037,2024-06-17 15:13:22.721006,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.173969,0 days 02:49:59.547037,False,
128.108.0.0,42061,yes,4,0,4,0,0,2024-06-17 15:16:04.635404,2024-06-17 15:16:12.536805,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.901401,0 days 02:52:48.635404,False,
92.237.0.0,46852,yes,4,0,4,0,0,2024-06-17 15:29:28.691144,2024-06-17 15:29:36.561113,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.869969,0 days 03:06:12.691144,False,
240.103.0.0,49376,yes,4,0,4,0,0,2024-06-17 15:35:49.635505,2024-06-17 15:35:56.800910,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.165405,0 days 03:12:33.635505,False,
240.103.0.0,7193,yes,4,0,4,0,0,2024-06-17 15:37:56.547855,2024-06-17 15:38:03.760916,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.213061,0 days 03:14:40.547855,False,
192.224.0.0,49376,yes,4,0,4,0,0,2024-06-17 15:40:45.641662,2024-06-17 15:40:53.536382,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.89472,0 days 03:17:29.641662,False,
62.115.0.0,15987,yes,4,0,4,0,0,2024-06-17 15:42:10.583736,2024-06-17 15:42:17.761016,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.17728,0 days 03:18:54.583736,False,
28.25.0.0,32876,yes,4,0,4,0,0,2024-06-17 15:42:52.664601,2024-06-17 15:43:00.536659,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.872058,0 days 03:19:36.664601,False,
62.115.0.0,7193,yes,4,0,4,0,0,2024-06-17 15:43:34.720485,2024-06-17 15:43:42.562608,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.842123,0 days 03:20:18.720485,False,
92.237.0.0,49376,yes,4,0,4,0,0,2024-06-17 15:46:24.595230,2024-06-17 15:46:31.760811,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.165581,0 days 03:23:08.595230,False,
92.237.0.0,27651,yes,4,0,4,0,0,2024-06-17 15:47:06.695734,2024-06-17 15:47:14.561337,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.865603,0 days 03:23:50.695734,False,
211.107.0.0,38429,yes,4,0,4,0,0,2024-06-17 15:48:31.672555,2024-06-17 15:48:39.537437,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.864882,0 days 03:25:15.672555,False,
211.107.0.0,54123,yes,4,0,4,0,0,2024-06-17 15:49:56.547363,2024-06-17 15:50:03.761358,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.213995,0 days 03:26:40.547363,False,
108.3.0.0,49376,yes,3,0,3,0,0,2024-06-17 15:50:39.681377,2024-06-17 15:50:46.536377,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,6.855,0 days 03:27:23.681377,False,
150.29.0.0,27651,yes,4,0,4,0,0,2024-06-17 15:51:20.676860,2024-06-17 15:51:28.536440,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.85958,0 days 03:28:04.676860,True,
108.3.0.0,38429,yes,4,0,4,0,0,2024-06-17 15:52:02.788683,2024-06-17 15:52:10.641589,2024-06-17 12:23:16,2024-06-17 15:53:27,e2961432,7.852906,0 days 03:28:46.788683,False,
62.115.0.0,46852,no,14,0,12,0,2,2024-06-18 09:55:35.532167,2024-06-18 12:07:56.004850,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7940.472683,0 days 00:00:43.532167,True,
150.29.0.0,49376,no,8,0,8,0,0,2024-06-18 09:59:02.181556,2024-06-18 10:04:39.916190,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,337.734634,0 days 00:04:10.181556,False,
192.224.0.0,27651,yes,8,0,8,0,0,2024-06-18 10:09:21.867632,2024-06-18 12:40:21.276009,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,9059.408377,0 days 00:14:29.867632,False,
164.77.0.0,7193,yes,4,0,4,0,0,2024-06-18 10:14:11.019389,2024-06-18 10:14:18.236021,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.216632,0 days 00:19:19.019389,False,
108.3.0.0,38429,yes,4,0,4,0,0,2024-06-18 10:24:30.706751,2024-06-18 10:24:37.916018,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.209267,0 days 00:29:38.706751,False,
211.107.0.0,49376,no,4,0,4,0,0,2024-06-18 10:26:34.672333,2024-06-18 10:26:41.836084,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.163751,0 days 00:31:42.672333,False,
192.224.0.0,54123,yes,12,0,12,0,0,2024-06-18 10:30:01.202274,2024-06-18 11:56:33.275962,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,5192.073688,0 days 00:35:09.202274,False,
164.77.0.0,23789,no,8,0,8,0,0,2024-06-18 10:33:27.861373,2024-06-18 12:28:38.876094,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,6911.014721,0 days 00:38:35.861373,False,
192.224.0.0,32876,no,8,0,8,0,0,2024-06-18 10:34:50.511115,2024-06-18 12:05:24.235986,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,5433.724871,0 days 00:39:58.511115,False,
92.237.0.0,32876,yes,8,0,8,0,0,2024-06-18 10:39:39.667608,2024-06-18 11:37:37.275988,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,3477.60838,0 days 00:44:47.667608,False,
92.237.0.0,23789,yes,4,0,4,0,0,2024-06-18 10:40:20.962041,2024-06-18 10:40:28.155992,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.193951,0 days 00:45:28.962041,False,
62.115.0.0,54123,yes,8,0,8,0,0,2024-06-18 10:52:44.685570,2024-06-18 12:45:51.836196,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,6787.150626,0 days 00:57:52.685570,True,
240.103.0.0,7193,yes,4,0,4,0,0,2024-06-18 10:56:52.564352,2024-06-18 10:56:59.756192,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.19184,0 days 01:02:00.564352,False,
150.29.0.0,42061,yes,4,0,4,0,0,2024-06-18 11:05:08.410284,2024-06-18 11:05:15.596134,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.18585,0 days 01:10:16.410284,False,
92.237.0.0,7193,yes,4,0,4,0,0,2024-06-18 11:05:49.740216,2024-06-18 11:05:56.956016,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.2158,0 days 01:10:57.740216,False,
150.29.0.0,23789,yes,8,0,8,0,0,2024-06-18 11:15:28.056956,2024-06-18 11:46:51.598009,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,1883.541053,0 days 01:20:36.056956,False,
240.103.0.0,61543,yes,4,0,4,0,0,2024-06-18 11:23:02.457277,2024-06-18 11:23:09.676179,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.218902,0 days 01:28:10.457277,False,
108.3.0.0,54123,no,4,0,4,0,0,2024-06-18 11:24:25.092486,2024-06-18 11:24:32.316033,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.223547,0 days 01:29:33.092486,False,
128.108.0.0,49376,yes,8,0,8,0,0,2024-06-18 11:29:14.263740,2024-06-18 11:47:36.315999,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,1102.052259,0 days 01:34:22.263740,False,
240.103.0.0,46852,no,4,0,4,0,0,2024-06-18 11:30:36.994719,2024-06-18 11:30:44.156081,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.161362,0 days 01:35:44.994719,False,
92.237.0.0,46852,yes,8,0,8,0,0,2024-06-18 11:33:22.220662,2024-06-18 12:43:47.916130,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,4225.695468,0 days 01:38:30.220662,False,
183.4.0.0,15987,yes,4,0,4,0,0,2024-06-18 11:41:38.062343,2024-06-18 11:41:45.276017,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.213674,0 days 01:46:46.062343,False,
92.237.0.0,27651,yes,4,0,4,0,0,2024-06-18 11:57:48.679644,2024-06-18 11:57:55.916147,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.236503,0 days 02:02:56.679644,False,
164.77.0.0,49376,no,8,0,8,0,0,2024-06-18 12:02:37.807340,2024-06-18 12:49:18.396209,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,2800.588869,0 days 02:07:45.807340,False,
211.107.0.0,15987,yes,4,0,4,0,0,2024-06-18 12:03:19.122627,2024-06-18 12:03:26.316036,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.193409,0 days 02:08:27.122627,False,
62.115.0.0,49376,no,7,0,5,0,2,2024-06-18 12:04:41.741697,2024-06-18 12:35:17.187956,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,1835.446259,0 days 02:09:49.741697,True,
183.4.0.0,23789,yes,4,0,4,0,0,2024-06-18 12:05:58.362418,2024-06-18 12:06:05.596189,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.233771,0 days 02:11:06.362418,False,
240.103.0.0,38429,yes,8,0,8,0,0,2024-06-18 12:06:39.669551,2024-06-18 12:49:59.756092,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,2600.086541,0 days 02:11:47.669551,False,
183.4.0.0,27651,yes,4,0,4,0,0,2024-06-18 12:23:01.185310,2024-06-18 12:23:08.396055,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.210745,0 days 02:28:09.185310,False,
150.29.0.0,32876,yes,8,0,8,0,0,2024-06-18 12:24:23.844315,2024-06-18 12:47:14.476199,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,1370.631884,0 days 02:29:31.844315,False,
28.25.0.0,42061,yes,8,0,8,0,0,2024-06-18 12:25:05.143935,2024-06-18 12:35:31.996064,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,626.852129,0 days 02:30:13.143935,False,
108.3.0.0,15987,no,8,0,8,0,0,2024-06-18 12:42:59.378386,2024-06-18 12:50:41.036010,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,461.657624,0 days 02:48:07.378386,False,
240.103.0.0,49376,yes,3,0,3,0,0,2024-06-18 12:46:27.036062,2024-06-18 12:46:33.196005,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,6.159943,0 days 02:51:35.036062,False,
128.108.0.0,42061,yes,4,0,4,0,0,2024-06-18 12:47:48.601668,2024-06-18 12:47:55.836204,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.234536,0 days 02:52:56.601668,False,
62.115.0.0,38429,yes,8,0,8,0,0,2024-06-18 12:48:29.925301,2024-06-18 12:52:03.676032,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,213.750731,0 days 02:53:37.925301,True,
62.115.0.0,23789,yes,4,0,4,0,0,2024-06-18 12:51:15.206352,2024-06-18 12:51:22.396296,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.189944,0 days 02:56:23.206352,True,
128.108.0.0,54123,yes,4,0,4,0,0,2024-06-18 12:52:37.833183,2024-06-18 12:52:45.036210,2024-06-18 09:54:52,2024-06-18 12:52:49,e2961432,7.203027,0 days 02:57:45.833183,False,
211.107.0.0,49376,no,4,0,4,0,0,2024-06-18 15:33:09.571815,2024-06-18 15:33:17.443450,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,7.871635,0 days 00:01:30.571815,False,
62.115.0.0,32876,yes,3,0,3,0,0,2024-06-18 15:36:42.644638,2024-06-18 15:36:49.439904,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,6.795266,0 days 00:05:03.644638,False,
28.25.0.0,23789,yes,4,0,4,0,0,2024-06-18 15:37:24.424599,2024-06-18 15:37:31.600114,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,7.175515,0 days 00:05:45.424599,False,
192.224.0.0,23789,yes,4,0,4,0,0,2024-06-18 15:38:06.473206,2024-06-18 15:38:14.363578,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,7.890372,0 days 00:06:27.473206,False,
108.3.0.0,38429,yes,4,0,4,0,0,2024-06-18 15:38:48.554924,2024-06-18 15:38:56.400144,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,7.84522,0 days 00:07:09.554924,False,
62.115.0.0,15987,yes,4,0,4,0,0,2024-06-18 15:39:31.377715,2024-06-18 15:39:38.561433,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,7.183718,0 days 00:07:52.377715,False,
108.3.0.0,23789,yes,4,0,4,0,0,2024-06-18 15:40:13.479988,2024-06-18 15:40:21.363623,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,7.883635,0 days 00:08:34.479988,False,
211.107.0.0,46852,yes,4,0,4,0,0,2024-06-18 15:40:55.599884,2024-06-18 15:41:03.520768,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,7.920884,0 days 00:09:16.599884,False,
164.77.0.0,23789,no,4,0,4,0,0,2024-06-18 15:41:38.371215,2024-06-18 15:41:45.600026,2024-06-18 15:31:39,2024-06-18 15:41:59,e2961432,7.228811,0 days 00:09:59.371215,False,
192.224.0.0,32876,no,14,0,12,0,2,2024-06-18 15:47:01.557402,2024-06-18 17:53:23.506384,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7581.948982,0 days 00:01:30.557402,True,
128.108.0.0,15987,yes,8,0,8,0,0,2024-06-18 15:52:40.503318,2024-06-18 15:56:19.474084,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,218.970766,0 days 00:07:09.503318,False,
108.3.0.0,46852,yes,4,0,4,0,0,2024-06-18 15:56:54.501971,2024-06-18 15:57:01.714047,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.212076,0 days 00:11:23.501971,False,
164.77.0.0,32876,yes,4,0,4,0,0,2024-06-18 15:58:18.652086,2024-06-18 15:58:26.514463,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.862377,0 days 00:12:47.652086,False,
192.224.0.0,61543,yes,8,0,8,0,0,2024-06-18 16:02:32.611454,2024-06-18 17:12:13.634073,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,4181.022619,0 days 00:17:01.611454,True,
108.3.0.0,15987,no,12,0,12,0,0,2024-06-18 16:08:43.581500,2024-06-18 16:27:12.443439,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,1108.861939,0 days 00:23:12.581500,False,
150.29.0.0,49376,no,8,0,8,0,0,2024-06-18 16:15:46.659630,2024-06-18 16:16:36.674333,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,50.014703,0 days 00:30:15.659630,False,
164.77.0.0,49376,no,12,0,12,0,0,2024-06-18 16:18:36.450447,2024-06-18 17:06:00.443337,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,2843.99289,0 days 00:33:05.450447,False,
150.29.0.0,61543,yes,4,0,4,0,0,2024-06-18 16:19:18.583357,2024-06-18 16:19:26.443539,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.860182,0 days 00:33:47.583357,False,
108.3.0.0,54123,no,4,0,4,0,0,2024-06-18 16:21:25.649554,2024-06-18 16:21:33.475514,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.82596,0 days 00:35:54.649554,False,
211.107.0.0,54123,yes,4,0,4,0,0,2024-06-18 16:23:32.659465,2024-06-18 16:23:40.514261,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.854796,0 days 00:38:01.659465,False,
108.3.0.0,38429,yes,8,0,8,0,0,2024-06-18 16:26:22.453169,2024-06-18 18:04:18.514347,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,5876.061178,0 days 00:40:51.453169,False,
150.29.0.0,23789,yes,4,0,4,0,0,2024-06-18 16:27:46.691760,2024-06-18 16:27:54.513989,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.822229,0 days 00:42:15.691760,False,
150.29.0.0,46852,yes,8,0,8,0,0,2024-06-18 16:28:29.503705,2024-06-18 17:31:09.474124,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,3759.970419,0 days 00:42:58.503705,False,
128.108.0.0,7193,yes,4,0,4,0,0,2024-06-18 16:33:25.633042,2024-06-18 16:33:33.473976,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.840934,0 days 00:47:54.633042,False,
108.3.0.0,49376,yes,8,0,8,0,0,2024-06-18 16:34:07.688718,2024-06-18 18:06:25.634806,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,5537.946088,0 days 00:48:36.688718,False,
183.4.0.0,46852,yes,4,0,4,0,0,2024-06-18 16:44:43.507222,2024-06-18 16:44:50.674161,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.166939,0 days 00:59:12.507222,False,
183.4.0.0,27651,yes,12,0,12,0,0,2024-06-18 16:47:32.666643,2024-06-18 17:48:01.443215,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,3628.776572,0 days 01:02:01.666643,False,
240.103.0.0,49376,yes,8,0,8,0,0,2024-06-18 16:53:53.570740,2024-06-18 17:09:24.674451,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,931.103711,0 days 01:08:22.570740,False,
128.108.0.0,23789,yes,4,0,4,0,0,2024-06-18 16:55:18.459468,2024-06-18 16:55:25.634224,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.174756,0 days 01:09:47.459468,False,
62.115.0.0,49376,no,12,0,12,0,0,2024-06-18 17:09:59.510567,2024-06-18 17:35:24.443921,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,1524.933354,0 days 01:24:28.510567,False,
164.77.0.0,23789,no,8,0,8,0,0,2024-06-18 17:14:13.688826,2024-06-18 17:36:06.674200,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,1312.985374,0 days 01:28:42.688826,False,
62.115.0.0,15987,yes,4,0,4,0,0,2024-06-18 17:16:21.525848,2024-06-18 17:16:29.443742,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.917894,0 days 01:30:50.525848,False,
28.25.0.0,27651,yes,8,0,8,0,0,2024-06-18 17:23:26.582456,2024-06-18 17:29:02.514718,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,335.932262,0 days 01:37:55.582456,False,
28.25.0.0,42061,yes,4,0,4,0,0,2024-06-18 17:28:12.458622,2024-06-18 17:28:19.634040,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.175418,0 days 01:42:41.458622,False,
128.108.0.0,38429,yes,4,0,4,0,0,2024-06-18 17:47:10.551171,2024-06-18 17:47:17.714097,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.162926,0 days 02:01:39.551171,False,
183.4.0.0,23789,yes,4,0,4,0,0,2024-06-18 17:53:33.556750,2024-06-18 17:53:41.443556,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.886806,0 days 02:08:02.556750,False,
183.4.0.0,32876,yes,4,0,4,0,0,2024-06-18 17:54:15.686684,2024-06-18 17:54:23.554914,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.86823,0 days 02:08:44.686684,False,
211.107.0.0,49376,no,4,0,4,0,0,2024-06-18 17:57:48.578289,2024-06-18 17:57:56.443585,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.865296,0 days 02:12:17.578289,False,
92.237.0.0,32876,yes,4,0,4,0,0,2024-06-18 17:59:13.510943,2024-06-18 17:59:20.674183,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.16324,0 days 02:13:42.510943,False,
240.103.0.0,32876,yes,4,0,4,0,0,2024-06-18 18:00:38.455593,2024-06-18 18:00:45.634273,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.17868,0 days 02:15:07.455593,False,
211.107.0.0,61543,yes,4,0,4,0,0,2024-06-18 18:08:25.562538,2024-06-18 18:08:33.443326,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.880788,0 days 02:22:54.562538,False,
211.107.0.0,32876,yes,4,0,4,0,0,2024-06-18 18:09:07.697291,2024-06-18 18:09:15.554537,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.857246,0 days 02:23:36.697291,False,
164.77.0.0,42061,yes,3,0,3,0,0,2024-06-18 18:10:33.714061,2024-06-18 18:10:40.514487,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,6.800426,0 days 02:25:02.714061,False,
92.237.0.0,23789,yes,4,0,4,0,0,2024-06-18 18:11:15.506601,2024-06-18 18:11:22.674393,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.167792,0 days 02:25:44.506601,False,
164.77.0.0,38429,yes,4,0,4,0,0,2024-06-18 18:11:57.618153,2024-06-18 18:12:05.474181,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.856028,0 days 02:26:26.618153,False,
192.224.0.0,27651,yes,4,0,4,0,0,2024-06-18 18:12:40.511390,2024-06-18 18:12:48.443403,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.932013,0 days 02:27:09.511390,True,
28.25.0.0,46852,yes,4,0,4,0,0,2024-06-18 18:13:22.627507,2024-06-18 18:13:30.445575,2024-06-18 15:45:31,2024-06-18 18:13:45,e2961432,7.818068,0 days 02:27:51.627507,False,
108.3.0.0,54123,no,4,0,4,0,0,2024-06-19 10:14:04.815880,2024-06-19 10:14:12.641264,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.825384,0 days 00:01:31.815880,True,
211.107.0.0,15987,yes,8,0,8,0,0,2024-06-19 10:23:14.608867,2024-06-19 11:13:19.604199,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,3004.995332,0 days 00:10:41.608867,False,
62.115.0.0,49376,no,8,0,8,0,0,2024-06-19 10:27:27.650063,2024-06-19 12:02:48.600801,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,5720.950738,0 days 00:14:54.650063,False,
183.4.0.0,61543,yes,4,0,4,0,0,2024-06-19 10:28:09.700267,2024-06-19 10:28:17.600742,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.900475,0 days 00:15:36.700267,False,
