ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time,measure_start,measure_end,bot_id,duration,attemp_start,is_cnc,Unnamed: 0
183.4.0.0,49376,yes,4,0,4,0,0,2024-06-19 10:28:51.746565,2024-06-19 10:28:59.682429,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.935864,0 days 00:16:18.746565,False,
28.25.0.0,49376,yes,8,0,8,0,0,2024-06-19 10:34:29.651017,2024-06-19 11:53:25.681703,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,4736.030686,0 days 00:21:56.651017,False,
150.29.0.0,49376,no,8,0,8,0,0,2024-06-19 10:37:17.870308,2024-06-19 11:08:23.840987,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,1865.970679,0 days 00:24:44.870308,False,
62.115.0.0,54123,yes,4,0,4,0,0,2024-06-19 10:40:06.830519,2024-06-19 10:40:14.641129,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.81061,0 days 00:27:33.830519,False,
108.3.0.0,32876,yes,4,0,4,0,0,2024-06-19 10:40:49.649562,2024-06-19 10:40:57.601073,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.951511,0 days 00:28:16.649562,True,
128.108.0.0,54123,yes,8,0,8,0,0,2024-06-19 10:46:26.784816,2024-06-19 11:22:27.681227,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,2160.896411,0 days 00:33:53.784816,False,
92.237.0.0,46852,yes,4,0,4,0,0,2024-06-19 10:49:57.780030,2024-06-19 10:50:05.600766,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.820736,0 days 00:37:24.780030,False,
128.108.0.0,32876,yes,4,0,4,0,0,2024-06-19 10:50:39.785516,2024-06-19 10:50:47.600812,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.815296,0 days 00:38:06.785516,False,
192.224.0.0,27651,yes,4,0,4,0,0,2024-06-19 10:53:28.777218,2024-06-19 10:53:36.641800,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.864582,0 days 00:40:55.777218,False,
164.77.0.0,49376,no,8,0,8,0,0,2024-06-19 10:54:53.608794,2024-06-19 10:59:13.840991,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,260.232197,0 days 00:42:20.608794,False,
28.25.0.0,46852,yes,4,0,4,0,0,2024-06-19 10:59:48.744333,2024-06-19 10:59:56.600765,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.856432,0 days 00:47:15.744333,False,
128.108.0.0,38429,yes,4,0,4,0,0,2024-06-19 11:01:14.609462,2024-06-19 11:01:21.841269,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.231807,0 days 00:48:41.609462,False,
192.224.0.0,32876,no,8,0,8,0,0,2024-06-19 11:04:02.808613,2024-06-19 12:09:52.600852,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,3949.792239,0 days 00:51:29.808613,False,
211.107.0.0,61543,yes,4,0,4,0,0,2024-06-19 11:08:58.652533,2024-06-19 11:09:05.841358,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.188825,0 days 00:56:25.652533,False,
92.237.0.0,61543,yes,8,0,8,0,0,2024-06-19 11:11:47.655158,2024-06-19 11:35:07.600742,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,1399.945584,0 days 00:59:14.655158,False,
108.3.0.0,15987,no,10,0,8,0,2,2024-06-19 11:20:55.740288,2024-06-19 11:40:27.657250,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,1171.916962,0 days 01:08:22.740288,True,
240.103.0.0,46852,no,4,0,4,0,0,2024-06-19 11:31:28.743362,2024-06-19 11:31:36.600854,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.857492,0 days 01:18:55.743362,False,
92.237.0.0,49376,yes,4,0,4,0,0,2024-06-19 11:32:10.801674,2024-06-19 11:32:18.641164,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.83949,0 days 01:19:37.801674,False,
192.224.0.0,42061,yes,4,0,4,0,0,2024-06-19 11:33:35.607790,2024-06-19 11:33:42.801340,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.19355,0 days 01:21:02.607790,False,
92.237.0.0,54123,yes,4,0,4,0,0,2024-06-19 11:34:17.649555,2024-06-19 11:34:24.880974,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.231419,0 days 01:21:44.649555,False,
240.103.0.0,27651,yes,4,0,4,0,0,2024-06-19 11:39:54.694431,2024-06-19 11:40:02.600768,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.906337,0 days 01:27:21.694431,False,
211.107.0.0,38429,yes,8,0,8,0,0,2024-06-19 11:43:25.650354,2024-06-19 11:45:39.681200,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,134.030846,0 days 01:30:52.650354,False,
211.107.0.0,49376,no,8,0,8,0,0,2024-06-19 11:46:14.611561,2024-06-19 12:11:17.683822,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,1503.072261,0 days 01:33:41.611561,False,
183.4.0.0,38429,yes,4,0,4,0,0,2024-06-19 11:51:52.746323,2024-06-19 11:52:00.600832,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.854509,0 days 01:39:19.746323,False,
164.77.0.0,42061,yes,4,0,4,0,0,2024-06-19 11:54:42.697393,2024-06-19 11:54:50.600892,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.903499,0 days 01:42:09.697393,False,
164.77.0.0,32876,yes,4,0,4,0,0,2024-06-19 11:56:49.701784,2024-06-19 11:56:57.600849,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.899065,0 days 01:44:16.701784,False,
92.237.0.0,32876,yes,4,0,4,0,0,2024-06-19 11:57:31.786563,2024-06-19 11:57:39.601823,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.81526,0 days 01:44:58.786563,False,
92.237.0.0,23789,yes,4,0,4,0,0,2024-06-19 11:58:14.608382,2024-06-19 11:58:21.841831,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.233449,0 days 01:45:41.608382,False,
92.237.0.0,38429,yes,3,0,3,0,0,2024-06-19 12:14:00.641088,2024-06-19 12:14:06.800976,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,6.159888,0 days 02:01:27.641088,False,
128.108.0.0,42061,yes,4,0,4,0,0,2024-06-19 12:14:41.693027,2024-06-19 12:14:49.600854,2024-06-19 10:12:33,2024-06-19 12:14:54,e2961432,7.907827,0 days 02:02:08.693027,False,
164.77.0.0,23789,no,9,0,8,0,1,2024-06-20 10:39:07.219975,2024-06-20 11:35:15.955615,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,3368.73564,0 days 00:00:52.219975,True,
62.115.0.0,27651,yes,8,0,8,0,0,2024-06-20 10:41:56.061773,2024-06-20 10:57:32.849346,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,936.787573,0 days 00:03:41.061773,False,
62.115.0.0,15987,yes,8,0,8,0,0,2024-06-20 10:42:38.039825,2024-06-20 11:11:36.942644,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,1738.902819,0 days 00:04:23.039825,False,
192.224.0.0,32876,no,4,0,4,0,0,2024-06-20 10:44:02.902141,2024-06-20 10:44:10.130128,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.227987,0 days 00:05:47.902141,False,
150.29.0.0,46852,yes,8,0,8,0,0,2024-06-20 10:45:27.013597,2024-06-20 11:38:22.054314,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,3175.040717,0 days 00:07:12.013597,False,
164.77.0.0,49376,no,15,0,12,0,3,2024-06-20 10:46:09.104897,2024-06-20 11:21:11.045322,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,2101.940425,0 days 00:07:54.104897,True,
240.103.0.0,15987,yes,4,0,4,0,0,2024-06-20 10:48:58.039647,2024-06-20 10:49:05.849736,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.810089,0 days 00:10:43.039647,False,
211.107.0.0,23789,yes,4,0,4,0,0,2024-06-20 10:50:22.859079,2024-06-20 10:50:30.048375,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.189296,0 days 00:12:07.859079,False,
62.115.0.0,32876,yes,4,0,4,0,0,2024-06-20 10:53:11.902506,2024-06-20 10:53:19.088284,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.185778,0 days 00:14:56.902506,False,
108.3.0.0,54123,no,4,0,4,0,0,2024-06-20 10:55:18.095400,2024-06-20 10:55:25.968630,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.87323,0 days 00:17:03.095400,False,
28.25.0.0,32876,yes,4,0,4,0,0,2024-06-20 11:00:56.064696,2024-06-20 11:01:03.850257,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.785561,0 days 00:22:41.064696,False,
164.77.0.0,61543,yes,4,0,4,0,0,2024-06-20 11:01:38.023064,2024-06-20 11:01:45.888302,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.865238,0 days 00:23:23.023064,True,
211.107.0.0,54123,yes,4,0,4,0,0,2024-06-20 11:07:16.015302,2024-06-20 11:07:23.888442,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.87314,0 days 00:29:01.015302,False,
108.3.0.0,15987,no,12,0,12,0,0,2024-06-20 11:07:58.063531,2024-06-20 11:34:50.931851,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,1612.86832,0 days 00:29:43.063531,False,
150.29.0.0,61543,yes,9,0,9,0,0,2024-06-20 11:15:00.954093,2024-06-20 11:44:42.027891,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,1781.073798,0 days 00:36:45.954093,False,
92.237.0.0,7193,yes,4,0,4,0,0,2024-06-20 11:17:07.173320,2024-06-20 11:17:15.008236,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.834916,0 days 00:38:52.173320,False,
108.3.0.0,38429,yes,4,0,4,0,0,2024-06-20 11:22:03.032730,2024-06-20 11:22:10.849889,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.817159,0 days 00:43:48.032730,False,
128.108.0.0,42061,yes,4,0,4,0,0,2024-06-20 11:27:40.994611,2024-06-20 11:27:48.850054,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.855443,0 days 00:49:25.994611,False,
183.4.0.0,27651,yes,4,0,4,0,0,2024-06-20 11:28:23.077668,2024-06-20 11:28:30.928624,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.850956,0 days 00:50:08.077668,False,
28.25.0.0,27651,yes,8,0,8,0,0,2024-06-20 11:35:25.121723,2024-06-20 11:49:00.609293,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,815.48757,0 days 00:57:10.121723,False,
192.224.0.0,15987,yes,4,0,4,0,0,2024-06-20 11:36:07.942788,2024-06-20 11:36:15.168427,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.225639,0 days 00:57:52.942788,False,
150.29.0.0,49376,no,4,0,4,0,0,2024-06-20 11:38:56.981126,2024-06-20 11:39:04.861203,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.880077,0 days 01:00:41.981126,False,
92.237.0.0,27651,yes,7,0,7,0,0,2024-06-20 11:46:01.278033,2024-06-20 11:47:56.398735,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,115.120702,0 days 01:07:46.278033,False,
92.237.0.0,15987,yes,4,0,4,0,0,2024-06-20 11:47:03.211913,2024-06-20 11:47:10.944367,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.732454,0 days 01:08:48.211913,False,
240.103.0.0,61543,yes,5,0,5,0,0,2024-06-20 11:50:38.539493,2024-06-20 11:50:58.263056,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,19.723563,0 days 01:12:23.539493,False,
28.25.0.0,38429,yes,4,0,4,0,0,2024-06-20 11:51:26.900302,2024-06-20 11:51:34.128957,2024-06-20 10:38:15,2024-06-20 11:51:48,e2961432,7.228655,0 days 01:13:11.900302,False,
164.77.0.0,49376,no,4,0,4,0,0,2024-06-21 09:33:22.329499,2024-06-21 09:33:29.544882,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.215383,0 days 00:00:51.329499,False,
108.3.0.0,61543,yes,4,0,4,0,0,2024-06-21 09:36:55.267714,2024-06-21 09:37:02.425013,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.157299,0 days 00:04:24.267714,False,
28.25.0.0,42061,yes,4,0,4,0,0,2024-06-21 09:37:37.413357,2024-06-21 09:37:45.224976,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.811619,0 days 00:05:06.413357,False,
28.25.0.0,7193,yes,4,0,4,0,0,2024-06-21 09:38:20.271351,2024-06-21 09:38:28.206821,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.93547,0 days 00:05:49.271351,False,
150.29.0.0,42061,yes,4,0,4,0,0,2024-06-21 09:48:58.391435,2024-06-21 09:49:06.344870,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.953435,0 days 00:16:27.391435,True,
150.29.0.0,54123,yes,4,0,4,0,0,2024-06-21 09:49:41.251733,2024-06-21 09:49:48.425420,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.173687,0 days 00:17:10.251733,True,
150.29.0.0,49376,no,4,0,4,0,0,2024-06-21 09:51:49.214902,2024-06-21 09:51:56.425924,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.211022,0 days 00:19:18.214902,True,
108.3.0.0,15987,no,7,0,7,0,0,2024-06-21 09:52:31.350636,2024-06-21 10:23:05.385482,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,1834.034846,0 days 00:20:00.350636,False,
92.237.0.0,61543,yes,8,0,8,0,0,2024-06-21 09:54:39.252806,2024-06-21 10:21:02.264920,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,1583.012114,0 days 00:22:08.252806,False,
183.4.0.0,61543,yes,4,0,4,0,0,2024-06-21 09:57:29.367947,2024-06-21 09:57:37.224973,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.857026,0 days 00:24:58.367947,False,
240.103.0.0,46852,no,4,0,4,0,0,2024-06-21 10:02:27.324420,2024-06-21 10:02:35.206807,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.882387,0 days 00:29:56.324420,False,
108.3.0.0,54123,no,8,0,8,0,0,2024-06-21 10:03:52.310593,2024-06-21 10:18:54.206959,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,901.896366,0 days 00:31:21.310593,False,
183.4.0.0,23789,yes,4,0,4,0,0,2024-06-21 10:11:40.402835,2024-06-21 10:11:48.345628,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.942793,0 days 00:39:09.402835,False,
240.103.0.0,49376,yes,4,0,4,0,0,2024-06-21 10:12:23.252569,2024-06-21 10:12:30.425134,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.172565,0 days 00:39:52.252569,False,
211.107.0.0,38429,yes,4,0,4,0,0,2024-06-21 10:14:31.258778,2024-06-21 10:14:38.424847,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.166069,0 days 00:42:00.258778,False,
128.108.0.0,49376,yes,3,0,3,0,0,2024-06-21 10:19:30.264857,2024-06-21 10:19:36.425186,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,6.160329,0 days 00:46:59.264857,False,
62.115.0.0,49376,no,4,0,4,0,0,2024-06-21 10:20:11.409331,2024-06-21 10:20:19.224927,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.815596,0 days 00:47:40.409331,False,
62.115.0.0,32876,yes,4,0,4,0,0,2024-06-21 10:21:37.250334,2024-06-21 10:21:44.425192,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.174858,0 days 00:49:06.250334,False,
192.224.0.0,54123,yes,4,0,4,0,0,2024-06-21 10:22:19.418474,2024-06-21 10:22:27.208431,2024-06-21 09:32:31,2024-06-21 10:23:06,e2961432,7.789957,0 days 00:49:48.418474,False,
104.1.108.118,37215,no,3,0,3,0,0,2024-06-17 11:55:46.643706,2024-06-17 11:55:46.644651,2024-06-17 11:55:31,2024-06-17 12:21:59,d2053d4c,0.000945,0 days 00:00:15.643706,False,
41.180.74.239,37215,yes,3,0,3,0,0,2024-06-17 11:57:44.528680,2024-06-17 11:57:44.529097,2024-06-17 11:55:31,2024-06-17 12:21:59,d2053d4c,0.000417,0 days 00:02:13.528680,False,
0.71.90.208,37215,no,6,0,6,0,0,2024-06-17 12:24:00.709310,2024-06-17 12:24:00.710244,2024-06-17 12:23:46,2024-06-17 15:53:39,d2053d4c,0.000934,0 days 00:00:14.709310,False,
41.114.107.15,37215,yes,11,0,11,0,0,2024-06-17 12:26:01.234229,2024-06-17 12:26:01.234682,2024-06-17 12:23:46,2024-06-17 15:53:39,d2053d4c,0.000453,0 days 00:02:15.234229,False,
157.242.21.227,37215,no,2,0,2,0,0,2024-06-18 09:55:34.515375,2024-06-18 09:55:34.515596,2024-06-18 09:55:23,2024-06-18 12:53:21,d2053d4c,0.000221,0 days 00:00:11.515375,False,
41.6.8.161,37215,yes,2,0,2,0,0,2024-06-18 09:57:32.713484,2024-06-18 09:57:32.713628,2024-06-18 09:55:23,2024-06-18 12:53:21,d2053d4c,0.000144,0 days 00:02:09.713484,False,
197.207.7.90,37215,yes,6,0,6,0,0,2024-06-18 09:57:32.713768,2024-06-18 09:57:32.714218,2024-06-18 09:55:23,2024-06-18 12:53:21,d2053d4c,0.00045,0 days 00:02:09.713768,False,
41.22.135.216,37215,yes,3,0,3,0,0,2024-06-18 09:57:32.714367,2024-06-18 09:57:32.714567,2024-06-18 09:55:23,2024-06-18 12:53:21,d2053d4c,0.0002,0 days 00:02:09.714367,False,
119.13.111.225,37215,no,10,0,10,0,0,2024-06-18 15:32:29.510149,2024-06-18 15:32:29.510927,2024-06-18 15:32:08,2024-06-18 15:42:06,d2053d4c,0.000778,0 days 00:00:21.510149,False,
197.162.22.110,37215,yes,2,0,2,0,0,2024-06-18 15:34:29.099247,2024-06-18 15:34:29.099411,2024-06-18 15:32:08,2024-06-18 15:42:06,d2053d4c,0.000164,0 days 00:02:21.099247,False,
197.207.116.213,37215,yes,6,0,6,0,0,2024-06-18 15:34:29.099752,2024-06-18 15:34:29.100250,2024-06-18 15:32:08,2024-06-18 15:42:06,d2053d4c,0.000498,0 days 00:02:21.099752,False,
156.55.135.238,37215,no,8,0,8,0,0,2024-06-18 15:46:17.627752,2024-06-18 15:46:17.628203,2024-06-18 15:46:04,2024-06-18 18:13:59,d2053d4c,0.000451,0 days 00:00:13.627752,False,
0.71.90.208,37215,no,3,0,3,0,0,2024-06-19 10:13:26.703537,2024-06-19 10:13:26.718916,2024-06-19 10:13:13,2024-06-19 12:15:04,d2053d4c,0.015379,0 days 00:00:13.703537,False,
102.47.139.171,37215,yes,3,0,3,0,0,2024-06-19 10:15:25.312259,2024-06-19 10:15:25.312388,2024-06-19 10:13:13,2024-06-19 12:15:04,d2053d4c,0.000129,0 days 00:02:12.312259,False,
197.203.121.11,37215,yes,2,0,2,0,0,2024-06-19 10:15:25.312480,2024-06-19 10:15:25.312553,2024-06-19 10:13:13,2024-06-19 12:15:04,d2053d4c,7.3e-05,0 days 00:02:12.312480,False,
41.3.250.153,37215,yes,2,0,2,0,0,2024-06-19 10:15:25.312759,2024-06-19 10:15:25.312849,2024-06-19 10:13:13,2024-06-19 12:15:04,d2053d4c,9e-05,0 days 00:02:12.312759,False,
0.71.90.208,37215,no,2,0,2,0,0,2024-06-20 10:39:09.307745,2024-06-20 10:39:09.308107,2024-06-20 10:38:59,2024-06-20 11:51:50,d2053d4c,0.000362,0 days 00:00:10.307745,False,
102.56.180.219,37215,yes,3,0,3,0,0,2024-06-20 10:41:11.889015,2024-06-20 10:41:11.889103,2024-06-20 10:38:59,2024-06-20 11:51:50,d2053d4c,8.8e-05,0 days 00:02:12.889015,False,
102.47.56.150,37215,yes,2,0,2,0,0,2024-06-20 10:41:11.889164,2024-06-20 10:41:11.889216,2024-06-20 10:38:59,2024-06-20 11:51:50,d2053d4c,5.2e-05,0 days 00:02:12.889164,False,
156.89.66.62,37215,no,2,0,2,0,0,2024-06-20 14:37:08.861576,2024-06-20 14:37:08.861934,2024-06-20 14:36:44,2024-06-20 16:21:58,d2053d4c,0.000358,0 days 00:00:24.861576,False,
156.91.40.68,37215,yes,15,0,15,0,0,2024-06-20 14:39:07.252440,2024-06-20 14:39:07.259507,2024-06-20 14:36:44,2024-06-20 16:21:58,d2053d4c,0.007067,0 days 00:02:23.252440,False,
156.75.230.205,37215,yes,3,0,3,0,0,2024-06-20 14:39:07.260285,2024-06-20 14:39:07.260426,2024-06-20 14:36:44,2024-06-20 16:21:58,d2053d4c,0.000141,0 days 00:02:23.260285,False,
0.71.90.208,37215,no,3,0,3,0,0,2024-06-21 09:33:27.562220,2024-06-21 09:33:27.562837,2024-06-21 09:33:15,2024-06-21 10:43:32,d2053d4c,0.000617,0 days 00:00:12.562220,False,
197.126.237.44,37215,yes,3,0,3,0,0,2024-06-21 09:35:32.124898,2024-06-21 09:35:32.124997,2024-06-21 09:33:15,2024-06-21 10:43:32,d2053d4c,9.9e-05,0 days 00:02:17.124898,False,
157.150.59.51,37215,yes,2,0,2,0,0,2024-06-21 09:35:32.125067,2024-06-21 09:35:32.125123,2024-06-21 09:33:15,2024-06-21 10:43:32,d2053d4c,5.6e-05,0 days 00:02:17.125067,False,
80.108.126.50,37215,yes,2,0,2,0,0,2024-06-21 09:35:32.125178,2024-06-21 09:35:32.125237,2024-06-21 09:33:15,2024-06-21 10:43:32,d2053d4c,5.9e-05,0 days 00:02:17.125178,False,
80.94.71.0,37215,no,3,0,3,0,0,2024-06-17 11:56:03.793012,2024-06-17 11:56:04.518852,2024-06-17 11:55:39,2024-06-17 12:22:00,6fdf5b4b,0.72584,0 days 00:00:24.793012,False,
102.152.241.121,37215,yes,3,0,3,0,0,2024-06-17 11:58:01.470081,2024-06-17 11:58:01.470299,2024-06-17 11:55:39,2024-06-17 12:22:00,6fdf5b4b,0.000218,0 days 00:02:22.470081,False,
197.102.175.244,37215,yes,3,0,3,0,0,2024-06-17 11:58:01.470743,2024-06-17 11:58:01.471066,2024-06-17 11:55:39,2024-06-17 12:22:00,6fdf5b4b,0.000323,0 days 00:02:22.470743,False,
41.111.198.28,37215,no,5,0,5,0,0,2024-06-17 12:24:07.820994,2024-06-17 12:24:07.821419,2024-06-17 12:23:49,2024-06-17 15:53:40,6fdf5b4b,0.000425,0 days 00:00:18.820994,False,
41.84.21.70,37215,yes,3,0,3,0,0,2024-06-17 12:26:08.725060,2024-06-17 12:26:08.725163,2024-06-17 12:23:49,2024-06-17 15:53:40,6fdf5b4b,0.000103,0 days 00:02:19.725060,False,
157.22.255.66,37215,yes,2,0,2,0,0,2024-06-17 12:26:08.725223,2024-06-17 12:26:08.725271,2024-06-17 12:23:49,2024-06-17 15:53:40,6fdf5b4b,4.8e-05,0 days 00:02:19.725223,False,
197.92.63.31,37215,yes,3,0,3,0,0,2024-06-17 12:26:08.725439,2024-06-17 12:26:08.725699,2024-06-17 12:23:49,2024-06-17 15:53:40,6fdf5b4b,0.00026,0 days 00:02:19.725439,False,
157.66.153.220,37215,yes,4,0,4,0,0,2024-06-17 12:26:08.725867,2024-06-17 12:26:08.726293,2024-06-17 12:23:49,2024-06-17 15:53:40,6fdf5b4b,0.000426,0 days 00:02:19.725867,False,
80.94.71.0,37215,no,2,0,2,0,0,2024-06-18 09:55:32.648068,2024-06-18 09:55:32.648336,2024-06-18 09:55:20,2024-06-18 12:52:54,6fdf5b4b,0.000268,0 days 00:00:12.648068,False,
197.145.52.129,37215,yes,6,0,6,0,0,2024-06-18 09:57:29.530235,2024-06-18 09:57:29.530512,2024-06-18 09:55:20,2024-06-18 12:52:54,6fdf5b4b,0.000277,0 days 00:02:09.530235,False,
102.133.83.120,37215,no,4,0,4,0,0,2024-06-18 15:32:30.661410,2024-06-18 15:32:30.661919,2024-06-18 15:32:08,2024-06-18 15:42:06,6fdf5b4b,0.000509,0 days 00:00:22.661410,False,
156.216.117.42,37215,yes,5,0,5,0,0,2024-06-18 15:34:30.293972,2024-06-18 15:34:30.294175,2024-06-18 15:32:08,2024-06-18 15:42:06,6fdf5b4b,0.000203,0 days 00:02:22.293972,False,
197.212.3.99,37215,yes,2,0,2,0,0,2024-06-18 15:34:30.294231,2024-06-18 15:34:30.294286,2024-06-18 15:32:08,2024-06-18 15:42:06,6fdf5b4b,5.5e-05,0 days 00:02:22.294231,False,
197.211.37.0,37215,yes,2,0,2,0,0,2024-06-18 15:34:30.294346,2024-06-18 15:34:30.294401,2024-06-18 15:32:08,2024-06-18 15:42:06,6fdf5b4b,5.5e-05,0 days 00:02:22.294346,False,
157.226.126.109,37215,yes,7,0,7,0,0,2024-06-18 15:34:30.294478,2024-06-18 15:34:30.295431,2024-06-18 15:32:08,2024-06-18 15:42:06,6fdf5b4b,0.000953,0 days 00:02:22.294478,False,
80.94.71.0,37215,no,2,0,2,0,0,2024-06-18 15:46:13.772402,2024-06-18 15:46:13.772770,2024-06-18 15:46:04,2024-06-18 18:13:56,6fdf5b4b,0.000368,0 days 00:00:09.772402,False,
66.86.176.246,37215,no,4,0,4,0,0,2024-06-19 10:13:22.713006,2024-06-19 10:13:22.713474,2024-06-19 10:13:04,2024-06-19 12:14:57,6fdf5b4b,0.000468,0 days 00:00:18.713006,False,
79.204.251.0,37215,yes,2,0,2,0,0,2024-06-19 10:15:19.169308,2024-06-19 10:15:19.169351,2024-06-19 10:13:04,2024-06-19 12:14:57,6fdf5b4b,4.3e-05,0 days 00:02:15.169308,False,
156.125.166.72,37215,yes,2,0,2,0,0,2024-06-19 10:15:19.169402,2024-06-19 10:15:19.169445,2024-06-19 10:13:04,2024-06-19 12:14:57,6fdf5b4b,4.3e-05,0 days 00:02:15.169402,False,
197.197.182.59,37215,yes,2,0,2,0,0,2024-06-19 10:15:19.169498,2024-06-19 10:15:19.169548,2024-06-19 10:13:04,2024-06-19 12:14:57,6fdf5b4b,5e-05,0 days 00:02:15.169498,False,
156.85.72.161,37215,no,11,0,11,0,0,2024-06-19 13:02:51.930313,2024-06-19 13:02:51.931698,2024-06-19 13:02:31,2024-06-19 15:09:29,6fdf5b4b,0.001385,0 days 00:00:20.930313,False,
197.17.228.43,37215,yes,8,0,8,0,0,2024-06-19 13:04:54.571676,2024-06-19 13:04:54.572323,2024-06-19 13:02:31,2024-06-19 15:09:29,6fdf5b4b,0.000647,0 days 00:02:23.571676,False,
156.39.166.146,37215,yes,4,0,4,0,0,2024-06-19 13:04:54.572442,2024-06-19 13:04:54.572716,2024-06-19 13:02:31,2024-06-19 15:09:29,6fdf5b4b,0.000274,0 days 00:02:23.572442,False,
41.33.10.85,37215,yes,4,0,4,0,0,2024-06-19 13:04:54.572852,2024-06-19 13:04:54.573143,2024-06-19 13:02:31,2024-06-19 15:09:29,6fdf5b4b,0.000291,0 days 00:02:23.572852,False,
157.74.127.252,37215,no,4,0,4,0,0,2024-06-20 10:39:14.880505,2024-06-20 10:39:14.881024,2024-06-20 10:38:59,2024-06-20 11:51:45,6fdf5b4b,0.000519,0 days 00:00:15.880505,False,
157.3.172.24,37215,yes,2,0,2,0,0,2024-06-20 10:41:12.771953,2024-06-20 10:41:12.771998,2024-06-20 10:38:59,2024-06-20 11:51:45,6fdf5b4b,4.5e-05,0 days 00:02:13.771953,False,
