ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
156.89.66.62,37215,no,2,0,2,0,0,2024-06-20 14:37:08.861576,2024-06-20 14:37:08.861934
156.91.40.68,37215,yes,15,0,15,0,0,2024-06-20 14:39:07.252440,2024-06-20 14:39:07.259507
156.51.187.226,37215,yes,1,0,1,0,0,2024-06-20 14:39:07.260115,2024-06-20 14:39:07.260115
156.75.230.205,37215,yes,3,0,3,0,0,2024-06-20 14:39:07.260285,2024-06-20 14:39:07.260426
