ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
45.131.111.98,1312,no,64745,30695,6181,0,19,2024-06-17 12:24:27.581456,2024-06-17 15:53:25.128889
89.190.156.145,7733,yes,252,0,252,0,0,2024-06-17 12:24:29.528499,2024-06-17 13:43:09.849411
