attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port
Scanning,2024-06-21 09:34:14.537996,0:58:04.725979,192.168.122.92,,tcp,,"8080,37215,49152,81,52869,8181,123,1234,8081,60001,5555,80,8443,8088,7574",no,67476,0,6b941c86a99c49e726daf25a054e4c006cbd190895ff917872d7bee9684e0a38,181.206.243.44,81
DP Attack,2024-06-21 09:33:42.416276,0:57:50.920760,,192.168.122.0/24,"tcp,dns,http",,,no,42,2573,6b941c86a99c49e726daf25a054e4c006cbd190895ff917872d7bee9684e0a38,181.206.243.44,81
