ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
164.77.0.0,49376,no,4,0,4,0,0,2024-06-21 09:33:22.329499,2024-06-21 09:33:29.544882
108.3.0.0,61543,yes,4,0,4,0,0,2024-06-21 09:36:55.267714,2024-06-21 09:37:02.425013
28.25.0.0,42061,yes,4,0,4,0,0,2024-06-21 09:37:37.413357,2024-06-21 09:37:45.224976
28.25.0.0,7193,yes,4,0,4,0,0,2024-06-21 09:38:20.271351,2024-06-21 09:38:28.206821
150.29.0.0,42061,yes,4,0,4,0,0,2024-06-21 09:48:58.391435,2024-06-21 09:49:06.344870
150.29.0.0,54123,yes,4,0,4,0,0,2024-06-21 09:49:41.251733,2024-06-21 09:49:48.425420
150.29.0.0,49376,no,4,0,4,0,0,2024-06-21 09:51:49.214902,2024-06-21 09:51:56.425924
108.3.0.0,15987,no,7,0,7,0,0,2024-06-21 09:52:31.350636,2024-06-21 10:23:05.385482
92.237.0.0,61543,yes,8,0,8,0,0,2024-06-21 09:54:39.252806,2024-06-21 10:21:02.264920
183.4.0.0,61543,yes,4,0,4,0,0,2024-06-21 09:57:29.367947,2024-06-21 09:57:37.224973
240.103.0.0,46852,no,4,0,4,0,0,2024-06-21 10:02:27.324420,2024-06-21 10:02:35.206807
108.3.0.0,54123,no,8,0,8,0,0,2024-06-21 10:03:52.310593,2024-06-21 10:18:54.206959
183.4.0.0,23789,yes,4,0,4,0,0,2024-06-21 10:11:40.402835,2024-06-21 10:11:48.345628
240.103.0.0,49376,yes,4,0,4,0,0,2024-06-21 10:12:23.252569,2024-06-21 10:12:30.425134
211.107.0.0,38429,yes,4,0,4,0,0,2024-06-21 10:14:31.258778,2024-06-21 10:14:38.424847
128.108.0.0,49376,yes,3,0,3,0,0,2024-06-21 10:19:30.264857,2024-06-21 10:19:36.425186
62.115.0.0,49376,no,4,0,4,0,0,2024-06-21 10:20:11.409331,2024-06-21 10:20:19.224927
62.115.0.0,32876,yes,4,0,4,0,0,2024-06-21 10:21:37.250334,2024-06-21 10:21:44.425192
192.224.0.0,54123,yes,4,0,4,0,0,2024-06-21 10:22:19.418474,2024-06-21 10:22:27.208431
