ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
152.89.244.142,33335,no,2459,4316,99,0,0,2024-06-28 16:10:23.411126,3:47:18.863253
118.107.5.199,443,yes,4,2720,4,0,0,2024-06-28 17:20:33.305144,0:00:00.015476
