ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
152.89.244.142,33335,no,3976,5835,117,0,1,2024-06-24 15:20:49.332492,6:19:24.985439
216.118.233.162,3306,yes,2,1360,2,0,0,2024-06-24 17:26:46.368079,0:00:00.004894
212.102.40.182,22,yes,4,2720,4,0,0,2024-06-24 17:33:57.357058,0:00:00.015693
103.105.23.65,3306,yes,4,2720,4,0,0,2024-06-24 19:51:05.367035,0:00:00.016298
110.173.63.10,3306,yes,3,2040,3,0,0,2024-06-24 19:53:51.334262,0:00:00.010149
172.65.41.112,3306,yes,4,2720,4,0,0,2024-06-24 21:02:40.505729,0:00:00.810877
