ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
45.131.111.98,1312,no,37802,17082,3736,0,294,2024-06-18 15:46:27.612366,2024-06-18 18:13:56.038399
89.190.156.145,7733,yes,252,0,252,0,0,2024-06-18 15:46:30.620214,2024-06-18 17:05:14.916478
