ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
154.64.245.126,51430,yes,1,0,1,0,0,2024-06-22 17:45:12.712145,0:00:00
154.64.245.126,44488,yes,1,0,1,0,0,2024-06-22 17:45:12.716116,0:00:00
154.64.245.126,51388,yes,1,0,1,0,0,2024-06-22 17:45:12.720478,0:00:00
154.64.245.126,44994,yes,1,0,1,0,0,2024-06-22 17:45:12.724230,0:00:00
154.64.245.126,35847,yes,1,0,1,0,0,2024-06-22 17:45:12.727830,0:00:00
154.64.245.126,18333,yes,1,0,1,0,0,2024-06-22 17:45:12.731493,0:00:00
154.64.245.126,57655,yes,2,0,2,0,0,2024-06-22 17:45:12.734772,0:00:02.102216
154.64.245.126,202,yes,1,0,1,0,0,2024-06-22 17:45:12.738376,0:00:00
154.64.245.126,15058,yes,1,0,1,0,0,2024-06-22 17:45:12.742436,0:00:00
154.64.245.126,17635,yes,1,0,1,0,0,2024-06-22 17:45:12.746361,0:00:00
154.64.245.126,42693,yes,1,0,1,0,0,2024-06-22 17:45:12.750337,0:00:00
154.64.245.126,38893,yes,1,0,1,0,0,2024-06-22 17:45:12.753912,0:00:00
154.64.245.126,55385,yes,1,0,1,0,0,2024-06-22 17:45:12.757017,0:00:00
154.64.245.126,14599,yes,1,0,1,0,0,2024-06-22 17:45:12.761021,0:00:00
154.64.245.126,45912,yes,1,0,1,0,0,2024-06-22 17:45:12.764078,0:00:00
154.64.245.126,58045,yes,1,0,1,0,0,2024-06-22 17:45:12.768139,0:00:00
154.64.245.126,57667,yes,1,0,1,0,0,2024-06-22 17:45:12.771528,0:00:00
154.64.245.126,35752,yes,1,0,1,0,0,2024-06-22 17:45:12.775081,0:00:00
154.64.245.126,56801,yes,1,0,1,0,0,2024-06-22 17:45:12.779192,0:00:00
154.64.245.126,51390,yes,1,0,1,0,0,2024-06-22 17:45:12.782601,0:00:00
154.64.245.126,6896,yes,1,0,1,0,0,2024-06-22 17:45:12.785653,0:00:00
154.64.245.126,27450,yes,1,0,1,0,0,2024-06-22 17:45:12.790268,0:00:00
154.64.245.126,16515,yes,1,0,1,0,0,2024-06-22 17:45:12.794142,0:00:00
154.64.245.126,58732,yes,1,0,1,0,0,2024-06-22 17:45:12.798603,0:00:00
154.64.245.126,15470,yes,1,0,1,0,0,2024-06-22 17:45:12.802196,0:00:00
154.64.245.126,33597,yes,1,0,1,0,0,2024-06-22 17:45:12.806026,0:00:00
154.64.245.126,59490,yes,1,0,1,0,0,2024-06-22 17:45:12.810016,0:00:00
154.64.245.126,19429,yes,1,0,1,0,0,2024-06-22 17:45:12.813187,0:00:00
154.64.245.126,57963,yes,1,0,1,0,0,2024-06-22 17:45:12.816258,0:00:00
154.64.245.126,20636,yes,1,0,1,0,0,2024-06-22 17:45:12.820148,0:00:00
154.64.245.126,32790,yes,1,0,1,0,0,2024-06-22 17:45:12.823160,0:00:00
154.64.245.126,28212,yes,1,0,1,0,0,2024-06-22 17:45:12.826230,0:00:00
154.64.245.126,20387,yes,1,0,1,0,0,2024-06-22 17:45:12.829519,0:00:00
154.64.245.126,42373,yes,1,0,1,0,0,2024-06-22 17:45:12.833331,0:00:00
154.64.245.126,2548,yes,1,0,1,0,0,2024-06-22 17:45:12.836664,0:00:00
154.64.245.126,3467,yes,1,0,1,0,0,2024-06-22 17:45:12.840321,0:00:00
154.64.245.126,17203,yes,1,0,1,0,0,2024-06-22 17:45:12.843497,0:00:00
154.64.245.126,24052,yes,1,0,1,0,0,2024-06-22 17:45:12.846688,0:00:00
154.64.245.126,21854,yes,1,0,1,0,0,2024-06-22 17:45:12.850417,0:00:00
154.64.245.126,12548,yes,1,0,1,0,0,2024-06-22 17:45:12.853342,0:00:00
154.64.245.126,60616,yes,1,0,1,0,0,2024-06-22 17:45:12.855895,0:00:00
154.64.245.126,39585,yes,1,0,1,0,0,2024-06-22 17:45:12.859012,0:00:00
154.64.245.126,2461,yes,1,0,1,0,0,2024-06-22 17:45:12.861672,0:00:00
154.64.245.126,47182,yes,1,0,1,0,0,2024-06-22 17:45:13.662017,0:00:00
154.64.245.126,62673,yes,1,0,1,0,0,2024-06-22 17:45:13.668747,0:00:00
154.64.245.126,13924,yes,1,0,1,0,0,2024-06-22 17:45:13.672961,0:00:00
154.64.245.126,45790,yes,1,0,1,0,0,2024-06-22 17:45:13.675934,0:00:00
154.64.245.126,64160,yes,1,0,1,0,0,2024-06-22 17:45:13.679258,0:00:00
154.64.245.126,63320,yes,1,0,1,0,0,2024-06-22 17:45:13.682369,0:00:00
154.64.245.126,32930,yes,1,0,1,0,0,2024-06-22 17:45:13.685921,0:00:00
154.64.245.126,49556,yes,1,0,1,0,0,2024-06-22 17:45:13.690042,0:00:00
154.64.245.126,16944,yes,1,0,1,0,0,2024-06-22 17:45:13.693097,0:00:00
154.64.245.126,3675,yes,1,0,1,0,0,2024-06-22 17:45:13.696567,0:00:00
154.64.245.126,1299,yes,1,0,1,0,0,2024-06-22 17:45:13.700658,0:00:00
154.64.245.126,59994,yes,1,0,1,0,0,2024-06-22 17:45:13.704460,0:00:00
154.64.245.126,9673,yes,1,0,1,0,0,2024-06-22 17:45:13.707871,0:00:00
154.64.245.126,61684,yes,1,0,1,0,0,2024-06-22 17:45:13.711036,0:00:00
154.64.245.126,26673,yes,1,0,1,0,0,2024-06-22 17:45:13.714090,0:00:00
154.64.245.126,60062,yes,1,0,1,0,0,2024-06-22 17:45:13.718362,0:00:00
154.64.245.126,15608,yes,1,0,1,0,0,2024-06-22 17:45:13.722598,0:00:00
154.64.245.126,46736,yes,1,0,1,0,0,2024-06-22 17:45:13.725779,0:00:00
154.64.245.126,63776,yes,1,0,1,0,0,2024-06-22 17:45:13.730293,0:00:00
154.64.245.126,61738,yes,1,0,1,0,0,2024-06-22 17:45:13.733413,0:00:00
154.64.245.126,9572,yes,1,0,1,0,0,2024-06-22 17:45:13.737435,0:00:00
154.64.245.126,15908,yes,1,0,1,0,0,2024-06-22 17:45:13.740912,0:00:00
154.64.245.126,30155,yes,1,0,1,0,0,2024-06-22 17:45:13.743819,0:00:00
154.64.245.126,25569,yes,1,0,1,0,0,2024-06-22 17:45:13.748708,0:00:00
154.64.245.126,20398,yes,1,0,1,0,0,2024-06-22 17:45:13.753094,0:00:00
154.64.245.126,7786,yes,1,0,1,0,0,2024-06-22 17:45:13.757088,0:00:00
154.64.245.126,40116,yes,1,0,1,0,0,2024-06-22 17:45:13.760831,0:00:00
154.64.245.126,3727,yes,1,0,1,0,0,2024-06-22 17:45:13.764495,0:00:00
154.64.245.126,13569,yes,1,0,1,0,0,2024-06-22 17:45:13.767533,0:00:00
154.64.245.126,59071,yes,1,0,1,0,0,2024-06-22 17:45:13.771007,0:00:00
154.64.245.126,45677,yes,1,0,1,0,0,2024-06-22 17:45:13.773999,0:00:00
154.64.245.126,56168,yes,1,0,1,0,0,2024-06-22 17:45:13.777995,0:00:00
154.64.245.126,24814,yes,1,0,1,0,0,2024-06-22 17:45:13.781408,0:00:00
154.64.245.126,52707,yes,1,0,1,0,0,2024-06-22 17:45:13.784766,0:00:00
154.64.245.126,31587,yes,1,0,1,0,0,2024-06-22 17:45:13.788695,0:00:00
154.64.245.126,41151,yes,1,0,1,0,0,2024-06-22 17:45:13.791685,0:00:00
154.64.245.126,50839,yes,1,0,1,0,0,2024-06-22 17:45:13.794672,0:00:00
154.64.245.126,22788,yes,1,0,1,0,0,2024-06-22 17:45:13.799071,0:00:00
154.64.245.126,6794,yes,1,0,1,0,0,2024-06-22 17:45:13.802800,0:00:00
154.64.245.126,23220,yes,1,0,1,0,0,2024-06-22 17:45:13.806482,0:00:00
154.64.245.126,53344,yes,1,0,1,0,0,2024-06-22 17:45:13.809907,0:00:00
154.64.245.126,19979,yes,1,0,1,0,0,2024-06-22 17:45:13.813773,0:00:00
154.64.245.126,29771,yes,1,0,1,0,0,2024-06-22 17:45:13.817004,0:00:00
154.64.245.126,32048,yes,1,0,1,0,0,2024-06-22 17:45:13.820449,0:00:00
154.64.245.126,17419,yes,1,0,1,0,0,2024-06-22 17:45:13.824194,0:00:00
154.64.245.126,16543,yes,1,0,1,0,0,2024-06-22 17:45:13.828143,0:00:00
154.64.245.126,62546,yes,1,0,1,0,0,2024-06-22 17:45:13.831230,0:00:00
154.64.245.126,9859,yes,1,0,1,0,0,2024-06-22 17:45:13.834257,0:00:00
154.64.245.126,60093,yes,1,0,1,0,0,2024-06-22 17:45:13.837876,0:00:00
154.64.245.126,7613,yes,1,0,1,0,0,2024-06-22 17:45:13.840909,0:00:00
154.64.245.126,49508,yes,1,0,1,0,0,2024-06-22 17:45:13.844268,0:00:00
154.64.245.126,27796,yes,1,0,1,0,0,2024-06-22 17:45:13.848692,0:00:00
154.64.245.126,5424,yes,1,0,1,0,0,2024-06-22 17:45:13.852158,0:00:00
154.64.245.126,46013,yes,1,0,1,0,0,2024-06-22 17:45:13.856277,0:00:00
154.64.245.126,35222,yes,1,0,1,0,0,2024-06-22 17:45:13.860551,0:00:00
154.64.245.126,26261,yes,1,0,1,0,0,2024-06-22 17:45:13.863785,0:00:00
154.64.245.126,50270,yes,1,0,1,0,0,2024-06-22 17:45:14.668672,0:00:00
154.64.245.126,32100,yes,1,0,1,0,0,2024-06-22 17:45:14.672565,0:00:00
154.64.245.126,9190,yes,1,0,1,0,0,2024-06-22 17:45:14.675205,0:00:00
154.64.245.126,52512,yes,1,0,1,0,0,2024-06-22 17:45:14.677639,0:00:00
154.64.245.126,11674,yes,1,0,1,0,0,2024-06-22 17:45:14.680253,0:00:00
154.64.245.126,40455,yes,1,0,1,0,0,2024-06-22 17:45:14.683081,0:00:00
154.64.245.126,47617,yes,1,0,1,0,0,2024-06-22 17:45:14.685552,0:00:00
154.64.245.126,38990,yes,1,0,1,0,0,2024-06-22 17:45:14.688000,0:00:00
154.64.245.126,22843,yes,1,0,1,0,0,2024-06-22 17:45:14.690517,0:00:00
154.64.245.126,28751,yes,1,0,1,0,0,2024-06-22 17:45:14.692724,0:00:00
154.64.245.126,60386,yes,1,0,1,0,0,2024-06-22 17:45:14.695492,0:00:00
154.64.245.126,63276,yes,1,0,1,0,0,2024-06-22 17:45:14.698130,0:00:00
154.64.245.126,24554,yes,1,0,1,0,0,2024-06-22 17:45:14.700349,0:00:00
154.64.245.126,27525,yes,1,0,1,0,0,2024-06-22 17:45:14.702942,0:00:00
154.64.245.126,59235,yes,1,0,1,0,0,2024-06-22 17:45:14.705265,0:00:00
154.64.245.126,54486,yes,1,0,1,0,0,2024-06-22 17:45:14.708579,0:00:00
154.64.245.126,37439,yes,1,0,1,0,0,2024-06-22 17:45:14.711797,0:00:00
154.64.245.126,34385,yes,1,0,1,0,0,2024-06-22 17:45:14.714552,0:00:00
154.64.245.126,43745,yes,1,0,1,0,0,2024-06-22 17:45:14.716820,0:00:00
154.64.245.126,11111,yes,1,0,1,0,0,2024-06-22 17:45:14.719720,0:00:00
154.64.245.126,4854,yes,1,0,1,0,0,2024-06-22 17:45:14.723251,0:00:00
154.64.245.126,57710,yes,1,0,1,0,0,2024-06-22 17:45:14.725861,0:00:00
154.64.245.126,56697,yes,1,0,1,0,0,2024-06-22 17:45:14.728692,0:00:00
154.64.245.126,39582,yes,1,0,1,0,0,2024-06-22 17:45:14.730861,0:00:00
154.64.245.126,422,yes,1,0,1,0,0,2024-06-22 17:45:14.732971,0:00:00
154.64.245.126,17001,yes,1,0,1,0,0,2024-06-22 17:45:14.735794,0:00:00
154.64.245.126,14214,yes,1,0,1,0,0,2024-06-22 17:45:14.738225,0:00:00
154.64.245.126,11510,yes,1,0,1,0,0,2024-06-22 17:45:14.740690,0:00:00
154.64.245.126,29538,yes,1,0,1,0,0,2024-06-22 17:45:14.743001,0:00:00
154.64.245.126,42756,yes,1,0,1,0,0,2024-06-22 17:45:14.745343,0:00:00
154.64.245.126,39389,yes,1,0,1,0,0,2024-06-22 17:45:14.748748,0:00:00
154.64.245.126,19787,yes,1,0,1,0,0,2024-06-22 17:45:14.751068,0:00:00
154.64.245.126,6856,yes,1,0,1,0,0,2024-06-22 17:45:14.753535,0:00:00
154.64.245.126,3599,yes,1,0,1,0,0,2024-06-22 17:45:14.755708,0:00:00
154.64.245.126,564,yes,1,0,1,0,0,2024-06-22 17:45:14.758205,0:00:00
154.64.245.126,21224,yes,1,0,1,0,0,2024-06-22 17:45:14.760441,0:00:00
154.64.245.126,8366,yes,1,0,1,0,0,2024-06-22 17:45:14.763185,0:00:00
154.64.245.126,43719,yes,2,0,2,0,0,2024-06-22 17:45:14.765323,0:00:11.938680
154.64.245.126,35312,yes,2,0,2,0,0,2024-06-22 17:45:14.767539,0:00:16.979537
154.64.245.126,27540,yes,1,0,1,0,0,2024-06-22 17:45:14.769660,0:00:00
154.64.245.126,2397,yes,1,0,1,0,0,2024-06-22 17:45:14.772292,0:00:00
154.64.245.126,39026,yes,1,0,1,0,0,2024-06-22 17:45:14.774473,0:00:00
154.64.245.126,34224,yes,1,0,1,0,0,2024-06-22 17:45:14.778443,0:00:00
154.64.245.126,53276,yes,1,0,1,0,0,2024-06-22 17:45:14.779903,0:00:00
154.64.245.126,30411,yes,1,0,1,0,0,2024-06-22 17:45:14.781957,0:00:00
154.64.245.126,14403,yes,1,0,1,0,0,2024-06-22 17:45:14.783858,0:00:00
154.64.245.126,15740,yes,1,0,1,0,0,2024-06-22 17:45:14.785699,0:00:00
154.64.245.126,48603,yes,1,0,1,0,0,2024-06-22 17:45:14.787805,0:00:00
154.64.245.126,44003,yes,1,0,1,0,0,2024-06-22 17:45:14.789564,0:00:00
154.64.245.126,198,yes,1,0,1,0,0,2024-06-22 17:45:14.791084,0:00:00
154.64.245.126,37509,yes,1,0,1,0,0,2024-06-22 17:45:14.792954,0:00:00
154.64.245.126,20970,yes,1,0,1,0,0,2024-06-22 17:45:14.794449,0:00:00
154.64.245.126,38154,yes,1,0,1,0,0,2024-06-22 17:45:14.795916,0:00:00
154.64.245.126,22055,yes,1,0,1,0,0,2024-06-22 17:45:14.797637,0:00:00
154.64.245.126,47464,yes,1,0,1,0,0,2024-06-22 17:45:14.799140,0:00:00
154.64.245.126,36719,yes,1,0,1,0,0,2024-06-22 17:45:14.801603,0:00:00
154.64.245.126,62985,yes,1,0,1,0,0,2024-06-22 17:45:14.804377,0:00:00
154.64.245.126,57547,yes,1,0,1,0,0,2024-06-22 17:45:14.806726,0:00:00
154.64.245.126,16079,yes,1,0,1,0,0,2024-06-22 17:45:14.809369,0:00:00
154.64.245.126,1599,yes,1,0,1,0,0,2024-06-22 17:45:14.812142,0:00:00
154.64.245.126,2747,yes,1,0,1,0,0,2024-06-22 17:45:14.814520,0:00:00
154.64.245.126,9444,yes,1,0,1,0,0,2024-06-22 17:45:14.817142,0:00:00
154.64.245.126,60169,yes,1,0,1,0,0,2024-06-22 17:45:14.819915,0:00:00
154.64.245.126,5341,yes,1,0,1,0,0,2024-06-22 17:45:14.822309,0:00:00
154.64.245.126,53861,yes,1,0,1,0,0,2024-06-22 17:45:14.824502,0:00:00
154.64.245.126,50988,yes,1,0,1,0,0,2024-06-22 17:45:14.827117,0:00:00
154.64.245.126,24507,yes,1,0,1,0,0,2024-06-22 17:45:14.830108,0:00:00
154.64.245.126,24970,yes,1,0,1,0,0,2024-06-22 17:45:14.832845,0:00:00
154.64.245.126,63605,yes,1,0,1,0,0,2024-06-22 17:45:14.835334,0:00:00
154.64.245.126,22627,yes,1,0,1,0,0,2024-06-22 17:45:14.838878,0:00:00
154.64.245.126,42966,yes,1,0,1,0,0,2024-06-22 17:45:14.840440,0:00:00
154.64.245.126,59549,yes,1,0,1,0,0,2024-06-22 17:45:14.842041,0:00:00
154.64.245.126,60686,yes,1,0,1,0,0,2024-06-22 17:45:14.844250,0:00:00
154.64.245.126,19707,yes,1,0,1,0,0,2024-06-22 17:45:14.846298,0:00:00
154.64.245.126,22656,yes,1,0,1,0,0,2024-06-22 17:45:14.848895,0:00:00
154.64.245.126,61246,yes,1,0,1,0,0,2024-06-22 17:45:14.851504,0:00:00
154.64.245.126,61198,yes,1,0,1,0,0,2024-06-22 17:45:14.853777,0:00:00
154.64.245.126,39789,yes,1,0,1,0,0,2024-06-22 17:45:14.855930,0:00:00
154.64.245.126,39747,yes,1,0,1,0,0,2024-06-22 17:45:15.665804,0:00:00
154.64.245.126,52523,yes,1,0,1,0,0,2024-06-22 17:45:15.669710,0:00:00
154.64.245.126,60802,yes,1,0,1,0,0,2024-06-22 17:45:15.673152,0:00:00
154.64.245.126,22402,yes,1,0,1,0,0,2024-06-22 17:45:15.676695,0:00:00
154.64.245.126,30882,yes,2,0,2,0,0,2024-06-22 17:45:15.680803,0:00:32.059494
154.64.245.126,45252,yes,1,0,1,0,0,2024-06-22 17:45:15.683941,0:00:00
154.64.245.126,65102,yes,1,0,1,0,0,2024-06-22 17:45:15.687299,0:00:00
154.64.245.126,58924,yes,1,0,1,0,0,2024-06-22 17:45:15.690773,0:00:00
154.64.245.126,16303,yes,1,0,1,0,0,2024-06-22 17:45:15.694432,0:00:00
154.64.245.126,36265,yes,1,0,1,0,0,2024-06-22 17:45:15.698270,0:00:00
154.64.245.126,52316,yes,1,0,1,0,0,2024-06-22 17:45:15.701940,0:00:00
154.64.245.126,62723,yes,1,0,1,0,0,2024-06-22 17:45:15.704892,0:00:00
154.64.245.126,40769,yes,1,0,1,0,0,2024-06-22 17:45:15.708838,0:00:00
154.64.245.126,2018,yes,1,0,1,0,0,2024-06-22 17:45:15.712537,0:00:00
154.64.245.126,41362,yes,1,0,1,0,0,2024-06-22 17:45:15.716717,0:00:00
154.64.245.126,57909,yes,1,0,1,0,0,2024-06-22 17:45:15.720649,0:00:00
154.64.245.126,15224,yes,1,0,1,0,0,2024-06-22 17:45:15.725383,0:00:00
154.64.245.126,33659,yes,1,0,1,0,0,2024-06-22 17:45:15.729445,0:00:00
154.64.245.126,23476,yes,1,0,1,0,0,2024-06-22 17:45:15.734307,0:00:00
154.64.245.126,11086,yes,1,0,1,0,0,2024-06-22 17:45:15.737760,0:00:00
154.64.245.126,31930,yes,1,0,1,0,0,2024-06-22 17:45:15.741509,0:00:00
154.64.245.126,12069,yes,1,0,1,0,0,2024-06-22 17:45:15.744607,0:00:00
154.64.245.126,39249,yes,1,0,1,0,0,2024-06-22 17:45:15.748705,0:00:00
154.64.245.126,60122,yes,1,0,1,0,0,2024-06-22 17:45:15.751840,0:00:00
154.64.245.126,59344,yes,1,0,1,0,0,2024-06-22 17:45:15.755022,0:00:00
154.64.245.126,23687,yes,1,0,1,0,0,2024-06-22 17:45:15.758955,0:00:00
154.64.245.126,58798,yes,1,0,1,0,0,2024-06-22 17:45:15.762281,0:00:00
154.64.245.126,37090,yes,1,0,1,0,0,2024-06-22 17:45:15.765913,0:00:00
154.64.245.126,7233,yes,1,0,1,0,0,2024-06-22 17:45:15.770073,0:00:00
154.64.245.126,838,yes,1,0,1,0,0,2024-06-22 17:45:15.773125,0:00:00
154.64.245.126,37475,yes,1,0,1,0,0,2024-06-22 17:45:15.776260,0:00:00
154.64.245.126,2154,yes,1,0,1,0,0,2024-06-22 17:45:15.779951,0:00:00
154.64.245.126,17714,yes,1,0,1,0,0,2024-06-22 17:45:15.783161,0:00:00
154.64.245.126,10228,yes,1,0,1,0,0,2024-06-22 17:45:15.786340,0:00:00
154.64.245.126,3314,yes,1,0,1,0,0,2024-06-22 17:45:15.789612,0:00:00
154.64.245.126,36612,yes,1,0,1,0,0,2024-06-22 17:45:15.792514,0:00:00
154.64.245.126,31422,yes,1,0,1,0,0,2024-06-22 17:45:15.796740,0:00:00
154.64.245.126,53820,yes,1,0,1,0,0,2024-06-22 17:45:15.800812,0:00:00
154.64.245.126,20884,yes,1,0,1,0,0,2024-06-22 17:45:15.804543,0:00:00
154.64.245.126,30608,yes,1,0,1,0,0,2024-06-22 17:45:15.808777,0:00:00
154.64.245.126,49320,yes,1,0,1,0,0,2024-06-22 17:45:15.811950,0:00:00
154.64.245.126,30532,yes,1,0,1,0,0,2024-06-22 17:45:15.816160,0:00:00
154.64.245.126,30710,yes,1,0,1,0,0,2024-06-22 17:45:15.819875,0:00:00
154.64.245.126,27200,yes,1,0,1,0,0,2024-06-22 17:45:15.822948,0:00:00
154.64.245.126,58658,yes,1,0,1,0,0,2024-06-22 17:45:15.825995,0:00:00
154.64.245.126,31406,yes,1,0,1,0,0,2024-06-22 17:45:15.830868,0:00:00
154.64.245.126,45714,yes,1,0,1,0,0,2024-06-22 17:45:15.834434,0:00:00
154.64.245.126,7847,yes,1,0,1,0,0,2024-06-22 17:45:15.837897,0:00:00
154.64.245.126,27038,yes,1,0,1,0,0,2024-06-22 17:45:15.841300,0:00:00
154.64.245.126,51173,yes,1,0,1,0,0,2024-06-22 17:45:15.845259,0:00:00
154.64.245.126,18728,yes,1,0,1,0,0,2024-06-22 17:45:15.848764,0:00:00
154.64.245.126,59992,yes,1,0,1,0,0,2024-06-22 17:45:15.852759,0:00:00
154.64.245.126,17479,yes,2,0,2,0,0,2024-06-22 17:45:15.856421,0:00:37.919403
154.64.245.126,2106,yes,1,0,1,0,0,2024-06-22 17:45:15.859922,0:00:00
154.64.245.126,45384,yes,1,0,1,0,0,2024-06-22 17:45:16.665515,0:00:00
154.64.245.126,13244,yes,1,0,1,0,0,2024-06-22 17:45:16.673001,0:00:00
154.64.245.126,59474,yes,1,0,1,0,0,2024-06-22 17:45:16.676351,0:00:00
154.64.245.126,61100,yes,1,0,1,0,0,2024-06-22 17:45:16.683093,0:00:00
154.64.245.126,46977,yes,1,0,1,0,0,2024-06-22 17:45:16.687254,0:00:00
154.64.245.126,40573,yes,1,0,1,0,0,2024-06-22 17:45:16.691232,0:00:00
154.64.245.126,36250,yes,1,0,1,0,0,2024-06-22 17:45:16.694579,0:00:00
154.64.245.126,15507,yes,1,0,1,0,0,2024-06-22 17:45:16.701929,0:00:00
154.64.245.126,22122,yes,1,0,1,0,0,2024-06-22 17:45:16.705985,0:00:00
154.64.245.126,20861,yes,1,0,1,0,0,2024-06-22 17:45:16.710254,0:00:00
154.64.245.126,59472,yes,1,0,1,0,0,2024-06-22 17:45:16.714203,0:00:00
154.64.245.126,60634,yes,1,0,1,0,0,2024-06-22 17:45:16.717227,0:00:00
154.64.245.126,33159,yes,1,0,1,0,0,2024-06-22 17:45:16.725813,0:00:00
154.64.245.126,3312,yes,1,0,1,0,0,2024-06-22 17:45:16.730549,0:00:00
154.64.245.126,33099,yes,1,0,1,0,0,2024-06-22 17:45:16.734914,0:00:00
154.64.245.126,34238,yes,1,0,1,0,0,2024-06-22 17:45:16.742771,0:00:00
154.64.245.126,39361,yes,1,0,1,0,0,2024-06-22 17:45:16.746147,0:00:00
154.64.245.126,36286,yes,1,0,1,0,0,2024-06-22 17:45:16.750386,0:00:00
154.64.245.126,16358,yes,1,0,1,0,0,2024-06-22 17:45:16.754261,0:00:00
154.64.245.126,43168,yes,1,0,1,0,0,2024-06-22 17:45:16.761299,0:00:00
154.64.245.126,30825,yes,1,0,1,0,0,2024-06-22 17:45:16.764984,0:00:00
154.64.245.126,59639,yes,1,0,1,0,0,2024-06-22 17:45:16.768244,0:00:00
154.64.245.126,62745,yes,1,0,1,0,0,2024-06-22 17:45:16.771446,0:00:00
154.64.245.126,59473,yes,1,0,1,0,0,2024-06-22 17:45:16.775480,0:00:00
154.64.245.126,46919,yes,1,0,1,0,0,2024-06-22 17:45:16.779550,0:00:00
154.64.245.126,33061,yes,1,0,1,0,0,2024-06-22 17:45:16.785313,0:00:00
154.64.245.126,27296,yes,1,0,1,0,0,2024-06-22 17:45:16.789264,0:00:00
154.64.245.126,32144,yes,1,0,1,0,0,2024-06-22 17:45:16.793388,0:00:00
154.64.245.126,18563,yes,1,0,1,0,0,2024-06-22 17:45:16.796515,0:00:00
154.64.245.126,41460,yes,1,0,1,0,0,2024-06-22 17:45:16.800250,0:00:00
154.64.245.126,53937,yes,1,0,1,0,0,2024-06-22 17:45:16.803130,0:00:00
154.64.245.126,50532,yes,1,0,1,0,0,2024-06-22 17:45:16.806018,0:00:00
154.64.245.126,37383,yes,1,0,1,0,0,2024-06-22 17:45:16.809704,0:00:00
154.64.245.126,42872,yes,1,0,1,0,0,2024-06-22 17:45:16.813805,0:00:00
154.64.245.126,10961,yes,1,0,1,0,0,2024-06-22 17:45:16.817997,0:00:00
154.64.245.126,57801,yes,1,0,1,0,0,2024-06-22 17:45:16.821979,0:00:00
154.64.245.126,48769,yes,1,0,1,0,0,2024-06-22 17:45:16.825212,0:00:00
154.64.245.126,12100,yes,1,0,1,0,0,2024-06-22 17:45:16.828881,0:00:00
154.64.245.126,11693,yes,1,0,1,0,0,2024-06-22 17:45:16.832885,0:00:00
154.64.245.126,42294,yes,1,0,1,0,0,2024-06-22 17:45:16.836498,0:00:00
154.64.245.126,39056,yes,1,0,1,0,0,2024-06-22 17:45:16.840951,0:00:00
154.64.245.126,5017,yes,1,0,1,0,0,2024-06-22 17:45:16.844175,0:00:00
154.64.245.126,9268,yes,1,0,1,0,0,2024-06-22 17:45:16.847564,0:00:00
154.64.245.126,52187,yes,1,0,1,0,0,2024-06-22 17:45:16.851150,0:00:00
154.64.245.126,63864,yes,1,0,1,0,0,2024-06-22 17:45:16.854333,0:00:00
154.64.245.126,59055,yes,1,0,1,0,0,2024-06-22 17:45:16.857216,0:00:00
154.64.245.126,60284,yes,1,0,1,0,0,2024-06-22 17:45:16.860644,0:00:00
154.64.245.126,57495,yes,1,0,1,0,0,2024-06-22 17:45:16.863681,0:00:00
154.64.245.126,29174,yes,1,0,1,0,0,2024-06-22 17:45:17.662904,0:00:00
154.64.245.126,41838,yes,1,0,1,0,0,2024-06-22 17:45:17.670916,0:00:00
154.64.245.126,45710,yes,1,0,1,0,0,2024-06-22 17:45:17.674459,0:00:00
154.64.245.126,9235,yes,1,0,1,0,0,2024-06-22 17:45:17.679038,0:00:00
154.64.245.126,20440,yes,1,0,1,0,0,2024-06-22 17:45:17.682719,0:00:00
154.64.245.126,48481,yes,1,0,1,0,0,2024-06-22 17:45:17.687158,0:00:00
154.64.245.126,26406,yes,1,0,1,0,0,2024-06-22 17:45:17.691340,0:00:00
154.64.245.126,17281,yes,1,0,1,0,0,2024-06-22 17:45:17.695304,0:00:00
154.64.245.126,61231,yes,1,0,1,0,0,2024-06-22 17:45:17.698619,0:00:00
154.64.245.126,18147,yes,1,0,1,0,0,2024-06-22 17:45:17.702749,0:00:00
154.64.245.126,36570,yes,1,0,1,0,0,2024-06-22 17:45:17.707438,0:00:00
154.64.245.126,15150,yes,1,0,1,0,0,2024-06-22 17:45:17.711310,0:00:00
154.64.245.126,39350,yes,1,0,1,0,0,2024-06-22 17:45:17.715558,0:00:00
154.64.245.126,35893,yes,1,0,1,0,0,2024-06-22 17:45:17.718472,0:00:00
154.64.245.126,34272,yes,1,0,1,0,0,2024-06-22 17:45:17.721593,0:00:00
154.64.245.126,49503,yes,1,0,1,0,0,2024-06-22 17:45:17.724306,0:00:00
154.64.245.126,56204,yes,1,0,1,0,0,2024-06-22 17:45:17.727716,0:00:00
154.64.245.126,50456,yes,1,0,1,0,0,2024-06-22 17:45:17.730695,0:00:00
154.64.245.126,9721,yes,1,0,1,0,0,2024-06-22 17:45:17.733577,0:00:00
154.64.245.126,41417,yes,1,0,1,0,0,2024-06-22 17:45:17.738114,0:00:00
154.64.245.126,25751,yes,1,0,1,0,0,2024-06-22 17:45:17.742002,0:00:00
154.64.245.126,3890,yes,1,0,1,0,0,2024-06-22 17:45:17.745706,0:00:00
154.64.245.126,63063,yes,1,0,1,0,0,2024-06-22 17:45:17.749558,0:00:00
154.64.245.126,30924,yes,1,0,1,0,0,2024-06-22 17:45:17.752753,0:00:00
