ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
154.64.245.126,23891,yes,1,0,1,0,0,2024-06-22 17:45:23.684994,0:00:00
154.64.245.126,53045,yes,1,0,1,0,0,2024-06-22 17:45:23.687093,0:00:00
154.64.245.126,368,yes,1,0,1,0,0,2024-06-22 17:45:23.689066,0:00:00
154.64.245.126,64510,yes,2,0,2,0,0,2024-06-22 17:45:23.690626,0:00:11.040375
154.64.245.126,56506,yes,1,0,1,0,0,2024-06-22 17:45:23.692346,0:00:00
154.64.245.126,37843,yes,1,0,1,0,0,2024-06-22 17:45:23.694402,0:00:00
154.64.245.126,32690,yes,1,0,1,0,0,2024-06-22 17:45:23.696410,0:00:00
154.64.245.126,52769,yes,1,0,1,0,0,2024-06-22 17:45:23.698388,0:00:00
154.64.245.126,43250,yes,1,0,1,0,0,2024-06-22 17:45:23.700182,0:00:00
154.64.245.126,1709,yes,1,0,1,0,0,2024-06-22 17:45:23.702269,0:00:00
154.64.245.126,47487,yes,1,0,1,0,0,2024-06-22 17:45:23.704193,0:00:00
154.64.245.126,28712,yes,1,0,1,0,0,2024-06-22 17:45:23.706058,0:00:00
154.64.245.126,2719,yes,1,0,1,0,0,2024-06-22 17:45:23.707974,0:00:00
154.64.245.126,26885,yes,1,0,1,0,0,2024-06-22 17:45:23.710394,0:00:00
154.64.245.126,38993,yes,1,0,1,0,0,2024-06-22 17:45:23.711626,0:00:00
154.64.245.126,52189,yes,1,0,1,0,0,2024-06-22 17:45:23.712876,0:00:00
154.64.245.126,64553,yes,1,0,1,0,0,2024-06-22 17:45:23.713686,0:00:00
154.64.245.126,8969,yes,1,0,1,0,0,2024-06-22 17:45:23.714892,0:00:00
154.64.245.126,8689,yes,1,0,1,0,0,2024-06-22 17:45:23.716059,0:00:00
154.64.245.126,3617,yes,1,0,1,0,0,2024-06-22 17:45:23.717248,0:00:00
154.64.245.126,59047,yes,2,0,2,0,0,2024-06-22 17:45:23.718415,0:00:26.088497
154.64.245.126,9048,yes,1,0,1,0,0,2024-06-22 17:45:23.719299,0:00:00
154.64.245.126,32791,yes,1,0,1,0,0,2024-06-22 17:45:23.720721,0:00:00
154.64.245.126,58036,yes,1,0,1,0,0,2024-06-22 17:45:23.722628,0:00:00
154.64.245.126,7325,yes,1,0,1,0,0,2024-06-22 17:45:23.724583,0:00:00
154.64.245.126,7445,yes,1,0,1,0,0,2024-06-22 17:45:23.726539,0:00:00
154.64.245.126,49672,yes,1,0,1,0,0,2024-06-22 17:45:23.728518,0:00:00
154.64.245.126,58567,yes,1,0,1,0,0,2024-06-22 17:45:23.730868,0:00:00
154.64.245.126,15566,yes,1,0,1,0,0,2024-06-22 17:45:23.733741,0:00:00
154.64.245.126,62787,yes,1,0,1,0,0,2024-06-22 17:45:23.735970,0:00:00
154.64.245.126,24537,yes,1,0,1,0,0,2024-06-22 17:45:23.737915,0:00:00
154.64.245.126,29187,yes,1,0,1,0,0,2024-06-22 17:45:23.739711,0:00:00
154.64.245.126,3690,yes,1,0,1,0,0,2024-06-22 17:45:23.741823,0:00:00
154.64.245.126,56532,yes,1,0,1,0,0,2024-06-22 17:45:23.745876,0:00:00
154.64.245.126,10110,yes,1,0,1,0,0,2024-06-22 17:45:23.747620,0:00:00
154.64.245.126,58249,yes,1,0,1,0,0,2024-06-22 17:45:23.749516,0:00:00
154.64.245.126,17221,yes,1,0,1,0,0,2024-06-22 17:45:23.751559,0:00:00
154.64.245.126,8582,yes,1,0,1,0,0,2024-06-22 17:45:23.753598,0:00:00
154.64.245.126,64886,yes,1,0,1,0,0,2024-06-22 17:45:23.755650,0:00:00
154.64.245.126,3693,yes,1,0,1,0,0,2024-06-22 17:45:23.757686,0:00:00
154.64.245.126,26019,yes,1,0,1,0,0,2024-06-22 17:45:23.759596,0:00:00
154.64.245.126,23822,yes,1,0,1,0,0,2024-06-22 17:45:23.761567,0:00:00
154.64.245.126,1219,yes,1,0,1,0,0,2024-06-22 17:45:23.763714,0:00:00
154.64.245.126,63175,yes,1,0,1,0,0,2024-06-22 17:45:23.767247,0:00:00
154.64.245.126,27161,yes,1,0,1,0,0,2024-06-22 17:45:23.769580,0:00:00
154.64.245.126,47113,yes,1,0,1,0,0,2024-06-22 17:45:23.771590,0:00:00
154.64.245.126,39229,yes,1,0,1,0,0,2024-06-22 17:45:23.773224,0:00:00
154.64.245.126,43511,yes,1,0,1,0,0,2024-06-22 17:45:23.774789,0:00:00
154.64.245.126,44370,yes,1,0,1,0,0,2024-06-22 17:45:23.776801,0:00:00
154.64.245.126,64238,yes,1,0,1,0,0,2024-06-22 17:45:23.778727,0:00:00
154.64.245.126,41663,yes,1,0,1,0,0,2024-06-22 17:45:23.780221,0:00:00
154.64.245.126,17876,yes,1,0,1,0,0,2024-06-22 17:45:23.782356,0:00:00
154.64.245.126,57073,yes,1,0,1,0,0,2024-06-22 17:45:23.787278,0:00:00
154.64.245.126,37563,yes,1,0,1,0,0,2024-06-22 17:45:23.787291,0:00:00
154.64.245.126,54482,yes,1,0,1,0,0,2024-06-22 17:45:23.788464,0:00:00
154.64.245.126,59285,yes,1,0,1,0,0,2024-06-22 17:45:23.790262,0:00:00
154.64.245.126,40248,yes,1,0,1,0,0,2024-06-22 17:45:23.792433,0:00:00
154.64.245.126,52363,yes,1,0,1,0,0,2024-06-22 17:45:23.794128,0:00:00
154.64.245.126,60605,yes,1,0,1,0,0,2024-06-22 17:45:23.796262,0:00:00
154.64.245.126,6149,yes,1,0,1,0,0,2024-06-22 17:45:23.798060,0:00:00
154.64.245.126,26621,yes,1,0,1,0,0,2024-06-22 17:45:23.799681,0:00:00
154.64.245.126,1166,yes,1,0,1,0,0,2024-06-22 17:45:23.801772,0:00:00
154.64.245.126,36836,yes,1,0,1,0,0,2024-06-22 17:45:23.803658,0:00:00
154.64.245.126,21900,yes,1,0,1,0,0,2024-06-22 17:45:23.805496,0:00:00
154.64.245.126,11174,yes,1,0,1,0,0,2024-06-22 17:45:23.807481,0:00:00
154.64.245.126,47521,yes,1,0,1,0,0,2024-06-22 17:45:23.809171,0:00:00
154.64.245.126,51097,yes,1,0,1,0,0,2024-06-22 17:45:23.811512,0:00:00
154.64.245.126,40528,yes,1,0,1,0,0,2024-06-22 17:45:23.813365,0:00:00
154.64.245.126,53761,yes,1,0,1,0,0,2024-06-22 17:45:23.815001,0:00:00
154.64.245.126,23172,yes,1,0,1,0,0,2024-06-22 17:45:23.817033,0:00:00
154.64.245.126,38999,yes,1,0,1,0,0,2024-06-22 17:45:23.819379,0:00:00
154.64.245.126,63516,yes,1,0,1,0,0,2024-06-22 17:45:23.821032,0:00:00
154.64.245.126,11652,yes,1,0,1,0,0,2024-06-22 17:45:23.823028,0:00:00
154.64.245.126,15938,yes,1,0,1,0,0,2024-06-22 17:45:23.824871,0:00:00
154.64.245.126,28162,yes,1,0,1,0,0,2024-06-22 17:45:23.826606,0:00:00
154.64.245.126,59042,yes,1,0,1,0,0,2024-06-22 17:45:23.829263,0:00:00
154.64.245.126,2965,yes,1,0,1,0,0,2024-06-22 17:45:23.831212,0:00:00
154.64.245.126,12208,yes,1,0,1,0,0,2024-06-22 17:45:23.833091,0:00:00
154.64.245.126,2343,yes,1,0,1,0,0,2024-06-22 17:45:23.834752,0:00:00
154.64.245.126,45664,yes,1,0,1,0,0,2024-06-22 17:45:23.838210,0:00:00
154.64.245.126,35670,yes,1,0,1,0,0,2024-06-22 17:45:23.840369,0:00:00
154.64.245.126,27136,yes,1,0,1,0,0,2024-06-22 17:45:23.841954,0:00:00
154.64.245.126,43392,yes,1,0,1,0,0,2024-06-22 17:45:23.844088,0:00:00
154.64.245.126,28922,yes,1,0,1,0,0,2024-06-22 17:45:23.846127,0:00:00
154.64.245.126,31796,yes,1,0,1,0,0,2024-06-22 17:45:23.848286,0:00:00
154.64.245.126,28257,yes,1,0,1,0,0,2024-06-22 17:45:23.850430,0:00:00
154.64.245.126,58377,yes,1,0,1,0,0,2024-06-22 17:45:23.852626,0:00:00
154.64.245.126,4041,yes,1,0,1,0,0,2024-06-22 17:45:23.854316,0:00:00
154.64.245.126,55881,yes,1,0,1,0,0,2024-06-22 17:45:23.856102,0:00:00
154.64.245.126,49838,yes,1,0,1,0,0,2024-06-22 17:45:23.858023,0:00:00
154.64.245.126,13275,yes,1,0,1,0,0,2024-06-22 17:45:23.859757,0:00:00
154.64.245.126,64459,yes,2,0,2,0,0,2024-06-22 17:45:23.861413,0:00:07.902252
154.64.245.126,58153,yes,1,0,1,0,0,2024-06-22 17:45:23.863750,0:00:00
154.64.245.126,2223,yes,1,0,1,0,0,2024-06-22 17:45:24.665128,0:00:00
154.64.245.126,5563,yes,1,0,1,0,0,2024-06-22 17:45:24.668279,0:00:00
154.64.245.126,57772,yes,1,0,1,0,0,2024-06-22 17:45:24.671995,0:00:00
154.64.245.126,63477,yes,1,0,1,0,0,2024-06-22 17:45:24.676272,0:00:00
154.64.245.126,63124,yes,1,0,1,0,0,2024-06-22 17:45:24.680131,0:00:00
154.64.245.126,42818,yes,1,0,1,0,0,2024-06-22 17:45:24.684262,0:00:00
154.64.245.126,9,yes,1,0,1,0,0,2024-06-22 17:45:24.687136,0:00:00
154.64.245.126,28480,yes,1,0,1,0,0,2024-06-22 17:45:24.690739,0:00:00
154.64.245.126,56871,yes,1,0,1,0,0,2024-06-22 17:45:24.694248,0:00:00
154.64.245.126,30057,yes,1,0,1,0,0,2024-06-22 17:45:24.698343,0:00:00
154.64.245.126,58618,yes,1,0,1,0,0,2024-06-22 17:45:24.701676,0:00:00
154.64.245.126,45618,yes,1,0,1,0,0,2024-06-22 17:45:24.704821,0:00:00
154.64.245.126,30513,yes,1,0,1,0,0,2024-06-22 17:45:24.708310,0:00:00
154.64.245.126,42051,yes,1,0,1,0,0,2024-06-22 17:45:24.712250,0:00:00
154.64.245.126,64059,yes,1,0,1,0,0,2024-06-22 17:45:24.716078,0:00:00
154.64.245.126,36832,yes,1,0,1,0,0,2024-06-22 17:45:24.719773,0:00:00
154.64.245.126,52750,yes,1,0,1,0,0,2024-06-22 17:45:24.722898,0:00:00
154.64.245.126,59548,yes,1,0,1,0,0,2024-06-22 17:45:24.726191,0:00:00
154.64.245.126,59429,yes,1,0,1,0,0,2024-06-22 17:45:24.730378,0:00:00
154.64.245.126,7577,yes,1,0,1,0,0,2024-06-22 17:45:24.733410,0:00:00
154.64.245.126,2817,yes,1,0,1,0,0,2024-06-22 17:45:24.738426,0:00:00
154.64.245.126,4447,yes,1,0,1,0,0,2024-06-22 17:45:24.742179,0:00:00
154.64.245.126,25483,yes,1,0,1,0,0,2024-06-22 17:45:24.746045,0:00:00
154.64.245.126,49418,yes,1,0,1,0,0,2024-06-22 17:45:24.750327,0:00:00
154.64.245.126,63033,yes,1,0,1,0,0,2024-06-22 17:45:24.754197,0:00:00
154.64.245.126,29346,yes,1,0,1,0,0,2024-06-22 17:45:24.757533,0:00:00
154.64.245.126,47758,yes,1,0,1,0,0,2024-06-22 17:45:24.761363,0:00:00
154.64.245.126,32481,yes,1,0,1,0,0,2024-06-22 17:45:24.764840,0:00:00
154.64.245.126,28638,yes,1,0,1,0,0,2024-06-22 17:45:24.768373,0:00:00
154.64.245.126,13806,yes,1,0,1,0,0,2024-06-22 17:45:24.771574,0:00:00
154.64.245.126,14758,yes,2,0,2,0,0,2024-06-22 17:45:24.774674,0:00:08.065912
154.64.245.126,4028,yes,1,0,1,0,0,2024-06-22 17:45:24.778734,0:00:00
154.64.245.126,2508,yes,1,0,1,0,0,2024-06-22 17:45:24.782395,0:00:00
154.64.245.126,13400,yes,1,0,1,0,0,2024-06-22 17:45:24.785907,0:00:00
154.64.245.126,1007,yes,1,0,1,0,0,2024-06-22 17:45:24.789927,0:00:00
154.64.245.126,36424,yes,1,0,1,0,0,2024-06-22 17:45:24.793677,0:00:00
154.64.245.126,23332,yes,1,0,1,0,0,2024-06-22 17:45:24.796683,0:00:00
154.64.245.126,31607,yes,1,0,1,0,0,2024-06-22 17:45:24.800131,0:00:00
154.64.245.126,65286,yes,1,0,1,0,0,2024-06-22 17:45:24.803414,0:00:00
154.64.245.126,53958,yes,1,0,1,0,0,2024-06-22 17:45:24.806127,0:00:00
154.64.245.126,18295,yes,1,0,1,0,0,2024-06-22 17:45:24.809732,0:00:00
154.64.245.126,52229,yes,1,0,1,0,0,2024-06-22 17:45:24.812431,0:00:00
154.64.245.126,59414,yes,1,0,1,0,0,2024-06-22 17:45:24.814972,0:00:00
154.64.245.126,3463,yes,1,0,1,0,0,2024-06-22 17:45:24.818488,0:00:00
154.64.245.126,47551,yes,1,0,1,0,0,2024-06-22 17:45:24.821659,0:00:00
154.64.245.126,36916,yes,1,0,1,0,0,2024-06-22 17:45:24.825369,0:00:00
154.64.245.126,64939,yes,1,0,1,0,0,2024-06-22 17:45:24.829254,0:00:00
154.64.245.126,53711,yes,1,0,1,0,0,2024-06-22 17:45:24.832556,0:00:00
154.64.245.126,21254,yes,1,0,1,0,0,2024-06-22 17:45:24.835647,0:00:00
154.64.245.126,56037,yes,1,0,1,0,0,2024-06-22 17:45:24.838413,0:00:00
154.64.245.126,51761,yes,1,0,1,0,0,2024-06-22 17:45:24.841910,0:00:00
154.64.245.126,45146,yes,1,0,1,0,0,2024-06-22 17:45:24.845701,0:00:00
154.64.245.126,23632,yes,1,0,1,0,0,2024-06-22 17:45:24.849331,0:00:00
154.64.245.126,64548,yes,1,0,1,0,0,2024-06-22 17:45:24.853204,0:00:00
154.64.245.126,44919,yes,1,0,1,0,0,2024-06-22 17:45:24.856854,0:00:00
154.64.245.126,21132,yes,1,0,1,0,0,2024-06-22 17:45:24.861384,0:00:00
154.64.245.126,55381,yes,1,0,1,0,0,2024-06-22 17:45:25.665306,0:00:00
154.64.245.126,17087,yes,1,0,1,0,0,2024-06-22 17:45:25.669415,0:00:00
154.64.245.126,61185,yes,1,0,1,0,0,2024-06-22 17:45:25.671645,0:00:00
154.64.245.126,16532,yes,1,0,1,0,0,2024-06-22 17:45:25.674093,0:00:00
154.64.245.126,8250,yes,1,0,1,0,0,2024-06-22 17:45:25.676415,0:00:00
154.64.245.126,18547,yes,1,0,1,0,0,2024-06-22 17:45:25.679084,0:00:00
154.64.245.126,14179,yes,1,0,1,0,0,2024-06-22 17:45:25.681650,0:00:00
154.64.245.126,16423,yes,1,0,1,0,0,2024-06-22 17:45:25.683807,0:00:00
154.64.245.126,46398,yes,1,0,1,0,0,2024-06-22 17:45:25.686576,0:00:00
154.64.245.126,11820,yes,1,0,1,0,0,2024-06-22 17:45:25.689436,0:00:00
154.64.245.126,47954,yes,1,0,1,0,0,2024-06-22 17:45:25.692049,0:00:00
154.64.245.126,46085,yes,1,0,1,0,0,2024-06-22 17:45:25.694377,0:00:00
154.64.245.126,40333,yes,1,0,1,0,0,2024-06-22 17:45:25.697612,0:00:00
154.64.245.126,14577,yes,1,0,1,0,0,2024-06-22 17:45:25.700165,0:00:00
154.64.245.126,10419,yes,1,0,1,0,0,2024-06-22 17:45:25.702778,0:00:00
154.64.245.126,64605,yes,1,0,1,0,0,2024-06-22 17:45:25.705838,0:00:00
154.64.245.126,30027,yes,1,0,1,0,0,2024-06-22 17:45:25.708922,0:00:00
154.64.245.126,27922,yes,1,0,1,0,0,2024-06-22 17:45:25.711140,0:00:00
154.64.245.126,41713,yes,1,0,1,0,0,2024-06-22 17:45:25.714295,0:00:00
154.64.245.126,1836,yes,1,0,1,0,0,2024-06-22 17:45:25.716685,0:00:00
154.64.245.126,44256,yes,1,0,1,0,0,2024-06-22 17:45:25.719757,0:00:00
154.64.245.126,37335,yes,1,0,1,0,0,2024-06-22 17:45:25.722245,0:00:00
154.64.245.126,63746,yes,1,0,1,0,0,2024-06-22 17:45:25.725229,0:00:00
154.64.245.126,47808,yes,1,0,1,0,0,2024-06-22 17:45:25.727722,0:00:00
154.64.245.126,37716,yes,1,0,1,0,0,2024-06-22 17:45:25.730643,0:00:00
154.64.245.126,29727,yes,1,0,1,0,0,2024-06-22 17:45:25.732865,0:00:00
154.64.245.126,29336,yes,1,0,1,0,0,2024-06-22 17:45:25.735931,0:00:00
154.64.245.126,53620,yes,1,0,1,0,0,2024-06-22 17:45:25.738687,0:00:00
154.64.245.126,12675,yes,1,0,1,0,0,2024-06-22 17:45:25.741225,0:00:00
154.64.245.126,10561,yes,1,0,1,0,0,2024-06-22 17:45:25.743328,0:00:00
154.64.245.126,28497,yes,1,0,1,0,0,2024-06-22 17:45:25.745405,0:00:00
154.64.245.126,30191,yes,1,0,1,0,0,2024-06-22 17:45:25.748669,0:00:00
154.64.245.126,5899,yes,2,0,2,0,0,2024-06-22 17:45:25.751617,0:00:12.005242
154.64.245.126,40464,yes,1,0,1,0,0,2024-06-22 17:45:25.754120,0:00:00
154.64.245.126,9846,yes,1,0,1,0,0,2024-06-22 17:45:25.756550,0:00:00
154.64.245.126,55718,yes,1,0,1,0,0,2024-06-22 17:45:25.759421,0:00:00
154.64.245.126,6446,yes,1,0,1,0,0,2024-06-22 17:45:25.761966,0:00:00
154.64.245.126,54531,yes,1,0,1,0,0,2024-06-22 17:45:25.765058,0:00:00
154.64.245.126,33101,yes,1,0,1,0,0,2024-06-22 17:45:25.768055,0:00:00
154.64.245.126,5133,yes,1,0,1,0,0,2024-06-22 17:45:25.771603,0:00:00
154.64.245.126,14382,yes,1,0,1,0,0,2024-06-22 17:45:25.774394,0:00:00
154.64.245.126,30894,yes,1,0,1,0,0,2024-06-22 17:45:25.778380,0:00:00
154.64.245.126,31011,yes,1,0,1,0,0,2024-06-22 17:45:25.781074,0:00:00
154.64.245.126,12147,yes,1,0,1,0,0,2024-06-22 17:45:25.783660,0:00:00
154.64.245.126,49921,yes,1,0,1,0,0,2024-06-22 17:45:25.786497,0:00:00
154.64.245.126,58014,yes,1,0,1,0,0,2024-06-22 17:45:25.789653,0:00:00
154.64.245.126,2979,yes,1,0,1,0,0,2024-06-22 17:45:25.792655,0:00:00
154.64.245.126,7049,yes,1,0,1,0,0,2024-06-22 17:45:25.795687,0:00:00
154.64.245.126,32007,yes,1,0,1,0,0,2024-06-22 17:45:25.799092,0:00:00
154.64.245.126,8491,yes,1,0,1,0,0,2024-06-22 17:45:25.801598,0:00:00
154.64.245.126,34442,yes,1,0,1,0,0,2024-06-22 17:45:25.804090,0:00:00
154.64.245.126,59624,yes,1,0,1,0,0,2024-06-22 17:45:25.808443,0:00:00
154.64.245.126,30475,yes,1,0,1,0,0,2024-06-22 17:45:25.812304,0:00:00
154.64.245.126,5683,yes,1,0,1,0,0,2024-06-22 17:45:25.815791,0:00:00
154.64.245.126,12368,yes,1,0,1,0,0,2024-06-22 17:45:25.818941,0:00:00
154.64.245.126,53377,yes,1,0,1,0,0,2024-06-22 17:45:25.821481,0:00:00
154.64.245.126,31769,yes,1,0,1,0,0,2024-06-22 17:45:25.824199,0:00:00
154.64.245.126,8721,yes,1,0,1,0,0,2024-06-22 17:45:25.826712,0:00:00
154.64.245.126,54469,yes,1,0,1,0,0,2024-06-22 17:45:25.829479,0:00:00
154.64.245.126,27134,yes,1,0,1,0,0,2024-06-22 17:45:25.832454,0:00:00
154.64.245.126,50516,yes,1,0,1,0,0,2024-06-22 17:45:25.835165,0:00:00
154.64.245.126,43978,yes,1,0,1,0,0,2024-06-22 17:45:25.838030,0:00:00
154.64.245.126,31327,yes,1,0,1,0,0,2024-06-22 17:45:25.840271,0:00:00
154.64.245.126,14762,yes,1,0,1,0,0,2024-06-22 17:45:25.843071,0:00:00
154.64.245.126,65116,yes,1,0,1,0,0,2024-06-22 17:45:25.845539,0:00:00
154.64.245.126,40410,yes,2,0,2,0,0,2024-06-22 17:45:25.848861,0:00:08.982236
154.64.245.126,15621,yes,1,0,1,0,0,2024-06-22 17:45:25.853336,0:00:00
154.64.245.126,35788,yes,1,0,1,0,0,2024-06-22 17:45:25.858732,0:00:00
154.64.245.126,11556,yes,1,0,1,0,0,2024-06-22 17:45:25.861513,0:00:00
154.64.245.126,26654,yes,1,0,1,0,0,2024-06-22 17:45:25.864103,0:00:00
154.64.245.126,41329,yes,1,0,1,0,0,2024-06-22 17:45:26.665382,0:00:00
154.64.245.126,53683,yes,1,0,1,0,0,2024-06-22 17:45:26.669723,0:00:00
154.64.245.126,42170,yes,1,0,1,0,0,2024-06-22 17:45:26.672590,0:00:00
154.64.245.126,31301,yes,1,0,1,0,0,2024-06-22 17:45:26.676612,0:00:00
154.64.245.126,42810,yes,1,0,1,0,0,2024-06-22 17:45:26.679929,0:00:00
154.64.245.126,58483,yes,1,0,1,0,0,2024-06-22 17:45:26.683758,0:00:00
154.64.245.126,5661,yes,1,0,1,0,0,2024-06-22 17:45:26.687124,0:00:00
154.64.245.126,53890,yes,1,0,1,0,0,2024-06-22 17:45:26.690496,0:00:00
154.64.245.126,58638,yes,1,0,1,0,0,2024-06-22 17:45:26.693968,0:00:00
154.64.245.126,26223,yes,1,0,1,0,0,2024-06-22 17:45:26.697198,0:00:00
154.64.245.126,46355,yes,1,0,1,0,0,2024-06-22 17:45:26.700629,0:00:00
154.64.245.126,18808,yes,1,0,1,0,0,2024-06-22 17:45:26.706902,0:00:00
154.64.245.126,21329,yes,1,0,1,0,0,2024-06-22 17:45:26.710988,0:00:00
154.64.245.126,4416,yes,1,0,1,0,0,2024-06-22 17:45:26.714771,0:00:00
154.64.245.126,55482,yes,1,0,1,0,0,2024-06-22 17:45:26.718420,0:00:00
154.64.245.126,64590,yes,1,0,1,0,0,2024-06-22 17:45:26.720831,0:00:00
154.64.245.126,42204,yes,1,0,1,0,0,2024-06-22 17:45:26.723160,0:00:00
154.64.245.126,26138,yes,1,0,1,0,0,2024-06-22 17:45:26.726307,0:00:00
154.64.245.126,53284,yes,1,0,1,0,0,2024-06-22 17:45:26.729487,0:00:00
154.64.245.126,32328,yes,1,0,1,0,0,2024-06-22 17:45:26.732102,0:00:00
154.64.245.126,18707,yes,1,0,1,0,0,2024-06-22 17:45:26.734996,0:00:00
154.64.245.126,37488,yes,1,0,1,0,0,2024-06-22 17:45:26.738204,0:00:00
154.64.245.126,6892,yes,1,0,1,0,0,2024-06-22 17:45:26.743178,0:00:00
154.64.245.126,10683,yes,1,0,1,0,0,2024-06-22 17:45:26.746934,0:00:00
154.64.245.126,35796,yes,1,0,1,0,0,2024-06-22 17:45:26.750374,0:00:00
154.64.245.126,20687,yes,1,0,1,0,0,2024-06-22 17:45:26.753353,0:00:00
154.64.245.126,59761,yes,1,0,1,0,0,2024-06-22 17:45:26.757337,0:00:00
154.64.245.126,12442,yes,1,0,1,0,0,2024-06-22 17:45:26.761286,0:00:00
154.64.245.126,16446,yes,1,0,1,0,0,2024-06-22 17:45:26.764599,0:00:00
154.64.245.126,20413,yes,1,0,1,0,0,2024-06-22 17:45:26.767585,0:00:00
154.64.245.126,55811,yes,1,0,1,0,0,2024-06-22 17:45:26.770411,0:00:00
154.64.245.126,46117,yes,1,0,1,0,0,2024-06-22 17:45:26.774150,0:00:00
154.64.245.126,17693,yes,1,0,1,0,0,2024-06-22 17:45:26.777863,0:00:00
154.64.245.126,65067,yes,1,0,1,0,0,2024-06-22 17:45:26.781670,0:00:00
154.64.245.126,48261,yes,1,0,1,0,0,2024-06-22 17:45:26.785426,0:00:00
154.64.245.126,19879,yes,1,0,1,0,0,2024-06-22 17:45:26.789459,0:00:00
154.64.245.126,21475,yes,1,0,1,0,0,2024-06-22 17:45:26.792632,0:00:00
154.64.245.126,45376,yes,1,0,1,0,0,2024-06-22 17:45:26.795529,0:00:00
154.64.245.126,28151,yes,1,0,1,0,0,2024-06-22 17:45:26.799813,0:00:00
154.64.245.126,13988,yes,1,0,1,0,0,2024-06-22 17:45:26.803419,0:00:00
154.64.245.126,27119,yes,1,0,1,0,0,2024-06-22 17:45:26.806537,0:00:00
154.64.245.126,57573,yes,1,0,1,0,0,2024-06-22 17:45:26.809647,0:00:00
154.64.245.126,22250,yes,1,0,1,0,0,2024-06-22 17:45:26.812630,0:00:00
154.64.245.126,43635,yes,1,0,1,0,0,2024-06-22 17:45:26.816061,0:00:00
154.64.245.126,54618,yes,1,0,1,0,0,2024-06-22 17:45:26.819654,0:00:00
154.64.245.126,40191,yes,1,0,1,0,0,2024-06-22 17:45:26.823571,0:00:00
154.64.245.126,5120,yes,1,0,1,0,0,2024-06-22 17:45:26.827978,0:00:00
154.64.245.126,38849,yes,1,0,1,0,0,2024-06-22 17:45:26.832457,0:00:00
154.64.245.126,63211,yes,2,0,2,0,0,2024-06-22 17:45:26.836602,0:00:08.007516
154.64.245.126,34701,yes,1,0,1,0,0,2024-06-22 17:45:26.840975,0:00:00
154.64.245.126,37929,yes,1,0,1,0,0,2024-06-22 17:45:26.845304,0:00:00
154.64.245.126,21311,yes,1,0,1,0,0,2024-06-22 17:45:26.850057,0:00:00
154.64.245.126,48821,yes,1,0,1,0,0,2024-06-22 17:45:26.853646,0:00:00
154.64.245.126,12176,yes,1,0,1,0,0,2024-06-22 17:45:26.857288,0:00:00
154.64.245.126,43622,yes,1,0,1,0,0,2024-06-22 17:45:26.860749,0:00:00
154.64.245.126,32175,yes,1,0,1,0,0,2024-06-22 17:45:27.660177,0:00:00
154.64.245.126,45965,yes,1,0,1,0,0,2024-06-22 17:45:29.764106,0:00:00
154.64.245.126,24446,yes,2,0,2,0,0,2024-06-22 17:45:29.765001,0:00:14.006079
154.64.245.126,57850,yes,1,0,1,0,0,2024-06-22 17:45:29.765778,0:00:00
154.64.245.126,59591,yes,1,0,1,0,0,2024-06-22 17:45:29.766530,0:00:00
154.64.245.126,38692,yes,1,0,1,0,0,2024-06-22 17:45:29.767361,0:00:00
154.64.245.126,10282,yes,1,0,1,0,0,2024-06-22 17:45:29.769116,0:00:00
154.64.245.126,27510,yes,1,0,1,0,0,2024-06-22 17:45:29.770217,0:00:00
154.64.245.126,58128,yes,1,0,1,0,0,2024-06-22 17:45:29.771219,0:00:00
154.64.245.126,44384,yes,1,0,1,0,0,2024-06-22 17:45:29.772077,0:00:00
154.64.245.126,61559,yes,1,0,1,0,0,2024-06-22 17:45:29.773057,0:00:00
154.64.245.126,24832,yes,1,0,1,0,0,2024-06-22 17:45:29.774194,0:00:00
154.64.245.126,31871,yes,1,0,1,0,0,2024-06-22 17:45:29.775903,0:00:00
154.64.245.126,51746,yes,1,0,1,0,0,2024-06-22 17:45:29.777813,0:00:00
154.64.245.126,43367,yes,1,0,1,0,0,2024-06-22 17:45:29.780071,0:00:00
154.64.245.126,622,yes,1,0,1,0,0,2024-06-22 17:45:29.781923,0:00:00
154.64.245.126,23776,yes,1,0,1,0,0,2024-06-22 17:45:29.784034,0:00:00
154.64.245.126,60603,yes,1,0,1,0,0,2024-06-22 17:45:29.786029,0:00:00
154.64.245.126,54912,yes,1,0,1,0,0,2024-06-22 17:45:29.788032,0:00:00
154.64.245.126,7842,yes,1,0,1,0,0,2024-06-22 17:45:29.790196,0:00:00
154.64.245.126,47190,yes,1,0,1,0,0,2024-06-22 17:45:29.791927,0:00:00
154.64.245.126,23885,yes,1,0,1,0,0,2024-06-22 17:45:29.793661,0:00:00
154.64.245.126,50544,yes,1,0,1,0,0,2024-06-22 17:45:29.795600,0:00:00
154.64.245.126,31839,yes,1,0,1,0,0,2024-06-22 17:45:29.797588,0:00:00
154.64.245.126,48934,yes,1,0,1,0,0,2024-06-22 17:45:29.799172,0:00:00
154.64.245.126,12733,yes,1,0,1,0,0,2024-06-22 17:45:29.800894,0:00:00
154.64.245.126,50015,yes,1,0,1,0,0,2024-06-22 17:45:29.802366,0:00:00
154.64.245.126,4463,yes,1,0,1,0,0,2024-06-22 17:45:29.803777,0:00:00
