attack_type,start_time,duration,src,target,protocol,src_port,dst_port,spoofed,packet_cnt,total_bytes,bot_id,cnc_ip,cnc_port
DP Attack,2024-06-22 15:31:42.772959,0:01:00.011118,,180.101.160.21,tcp,,,no,3084,2097120,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 16:01:42.697176,0:01:00.009525,,180.101.160.21,tcp,,,no,2535,1247220,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 15:51:33.694801,0:03:45.126096,,74.91.122.30,udp,,,no,1109,366340,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 15:54:09.813073,0:00:10.012080,,139.180.169.191,udp,,,no,510,4835,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 17:03:48.709896,0:00:15.002188,,103.62.49.66,udp,,,no,705,366600,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 15:13:12.696884,0:01:00.011139,,152.89.244.134,tcp,,,no,2604,1770720,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 15:13:15.709972,0:05:29.987630,,149.104.32.29,"udp,tcp",,,no,8658,5153251,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 16:20:50.706679,0:03:47.001384,,180.101.160.21,udp,,,no,5991,2258384,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 16:31:21.708385,0:26:45.976160,,74.91.122.30,"udp,tcp",,,no,4765,2089813,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 17:06:08.706173,0:00:09.982079,,139.180.169.191,udp,,,no,588,5573,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 15:56:44.711345,0:09:02.974192,,66.22.231.22,udp,,,no,5238,841022,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 16:13:31.702411,0:00:59.998067,,212.102.40.182,tcp,,,no,2520,1713600,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 16:14:08.727149,0:00:15.002284,,74.91.119.253,udp,,,no,498,528354,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 16:32:24.712107,0:09:51.992606,,154.64.245.0/24,"udp,tcp",,,no,10590,6963742,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 16:38:53.712667,0:00:59.979679,,144.202.71.27,udp,,,no,2262,2385715,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 17:21:20.702412,0:07:19.082334,,103.62.49.66,"tcp,http",,,no,561,265158,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 17:28:53.725260,0:00:30.000850,,64.58.117.92,udp,,,no,1554,14776,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 17:44:24.701785,0:00:10.001116,,45.76.112.97,udp,,,no,504,4776,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
DP Attack,2024-06-22 17:49:43.666646,0:00:19.193329,,156.236.113.3,dns,,,no,822,870036,114187eba041719065c8ebd1f441b959077f28ff6fcf46a15d0d1f660514e74e,152.89.244.142,33335
