ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
152.89.244.142,33335,no,2810,3940,104,0,3,2024-06-21 09:32:47.607093,4:56:21.361653
81.25.207.102,29595,yes,1,680,1,0,0,2024-06-21 13:35:51.515702,0:00:00
81.25.207.102,2851,yes,1,680,1,0,0,2024-06-21 13:35:51.527603,0:00:00
81.25.207.102,56304,yes,1,680,1,0,0,2024-06-21 13:35:51.542422,0:00:00
81.25.207.102,30721,yes,1,680,1,0,0,2024-06-21 13:35:51.549011,0:00:00
