ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
103.82.193.149,12345,no,847,0,734,0,113,2024-06-20 10:39:02.279787,2024-06-20 11:51:46.443768
