ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
92.249.48.84,56744,no,442,0,319,0,123,2024-06-28 16:10:33.356800,2024-06-28 16:33:55.516013
