ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,end_time
154.204.178.164,61189,no,28,0,28,0,0,2024-06-20 10:03:20.038588,2024-06-20 10:05:47.431590
