ip,port,is_new,packet_cnt,total_bytes,syn_cnt,fin_cnt,rst_cnt,start_time,duration
152.89.244.142,33335,no,4191,7380,118,0,9,2024-06-28 09:35:43.362334,6:11:38.987255
152.89.244.134,22,yes,2,1360,2,0,0,2024-06-28 13:04:53.541857,0:00:00.003006
